time,Fx,Fy,max_d
0,0,0,0
5e-08,0.061072258702331,0.1043639384967,0
1e-07,0.29755525498763,0.49923797279287,0
1.5e-07,0.7668267865531,1.2526151952933,0
2e-07,1.4158051165477,2.2309620718574,0
2.5e-07,2.1311417473022,3.2141057114861,1.5590965862061e-07
3e-07,2.8221187171654,4.0633909372198,3.1161063346777e-07
3.5e-07,3.466362186736,4.7990178328374,5.0036000289021e-07
4e-07,4.0942774707362,5.5422000327217,7.1793471748367e-07
4.5e-07,4.7394918913101,6.3903283703644,9.8387714982309e-07
5e-07,5.4037892565294,7.3367246911246,1.3187626109506e-06
5.5e-07,6.0627920620233,8.2928588053845,1.7319572823123e-06
6e-07,6.6980893454095,9.176878126885,2.222857303547e-06
6.5e-07,7.3200745015566,9.9821789807341,2.7554106233706e-06
7e-07,7.9594549153417,10.770112639344,3.3203712650064e-06
7.5e-07,8.6374793556518,11.604927197078,3.9435409405822e-06
8e-07,9.344382770562,12.496829951792,4.6630366813671e-06
8.5e-07,10.046071623754,13.402311578908,5.4954237871783e-06
9e-07,10.712146441742,14.272999633229,6.4196199038893e-06
9.5e-07,11.339770116091,15.101865747342,7.3970166004751e-06
1e-06,11.953482379111,15.924691561755,8.4077270160308e-06
1.05e-06,12.583510438639,16.780850340386,9.4713283690877e-06
1.1e-06,13.242933318377,17.674486120812,1.062928847682e-05
1.15e-06,13.922256802757,18.572468686491,1.1906738637837e-05
1.2e-06,14.602515025642,19.437806780765,1.3290795035605e-05
1.25e-06,15.27226069564,20.264503153557,1.4743279727934e-05
1.3e-06,15.933282935214,21.08152446982,1.6237842095539e-05
1.35e-06,16.592827741099,21.924716082015,1.7785164539232e-05
1.4e-06,17.25287719335,22.804801246079,1.9422407261114e-05
1.45e-06,17.907995539832,23.700537426519,2.1177906363987e-05
1.5e-06,18.553055899164,24.58060830022,2.3044417817615e-05
1.55e-06,19.191790576342,25.431684497575,2.4986168777431e-05
1.6e-06,19.836548560025,26.267057354619,2.6973060991376e-05
1.65e-06,20.498674282524,27.11063768902,2.9009499296672e-05
1.7e-06,21.178265401392,27.973901962674,3.113040545206e-05
1.75e-06,21.862832734512,28.847592900214,3.3368850930932e-05
1.8e-06,22.536295316962,29.713867780401,3.5725244258123e-05
1.85e-06,23.190629658964,30.565018915925,3.8167123900523e-05
1.9e-06,23.830673914453,31.41034897827,4.0659741314257e-05
1.95e-06,24.469013431862,32.265744984061,4.3199077488804e-05
2e-06,25.116262895349,33.137349518593,4.5817345289714e-05
2.05e-06,25.774941209489,34.015386755054,4.8554526797278e-05
2.1e-06,26.440741045007,34.883451965199,5.1422723828653e-05
2.15e-06,27.108176543341,35.733737036391,5.4395953689001e-05
2.2e-06,27.774655382577,36.573796955289,5.7433560459451e-05
2.25e-06,28.439951931248,37.419265650921,6.0515866990029e-05
2.3e-06,29.103180978919,38.280067184058,6.3659602057147e-05
2.35e-06,29.761541852603,39.152802042897,6.6898992027563e-05
2.4e-06,30.412665431234,40.025320437542,7.0252512434079e-05
2.45e-06,31.058153046107,40.88805208506,7.3704402227128e-05
2.5e-06,31.704292058536,41.741375704945,7.721986351976e-05
2.55e-06,32.358458441612,42.593191088946,8.0778064503068e-05
2.6e-06,33.023832200806,43.450368344594,8.4392329202771e-05
2.65e-06,33.696801820574,44.312735445684,8.8098417752393e-05
2.7e-06,34.369251823711,45.174743330772,9.1921640232517e-05
2.75e-06,35.033910701049,46.032155640895,9.585291236057e-05
2.8e-06,35.688650622579,46.886695034873,9.9855991140227e-05
2.85e-06,36.336853698614,47.74425180152,0.00010389875062492
2.9e-06,36.984311041509,48.608824998183,0.00010798034505905
2.95e-06,37.635527292993,49.478264141889,0.00011212919960199
3e-06,38.292016131027,50.345830225063,0.00011637482478692
3.05e-06,38.952942447365,51.205951145259,0.00012071950554666
3.1e-06,39.616579241401,52.058829767927,0.00012513604122986
3.15e-06,40.281033297921,52.909961024939,0.00012959338753973
3.2e-06,40.944108526159,53.765387411423,0.00013408594495643
3.25e-06,41.603333942913,54.627084496121,0.00013863958189254
3.3e-06,42.256933158069,55.492230701435,0.00014332714078887
3.35e-06,42.905258923639,56.356341344471,0.00014828919744807
3.4e-06,43.551348211926,57.217027517089,0.00015337562802388
3.45e-06,44.199717870026,58.075183971904,0.00015855456771625
3.5e-06,44.853931734926,58.933182639018,0.0001638247559549
3.55e-06,45.514551699037,59.792309960298,0.00016922158336212
3.6e-06,46.178884286694,60.651918254064,0.00017478865969009
3.65e-06,46.842643307062,61.51074650359,0.00018054130468116
3.7e-06,47.502348776506,62.368757238117,0.00018645568011467
3.75e-06,48.156950786264,63.227553052141,0.00019249351384273
3.8e-06,48.807907519921,64.088988666295,0.00019863942739843
3.85e-06,49.458037950202,64.953347554266,0.00020491668723316
3.9e-06,50.110077729559,65.818802775054,0.00021136735609501
