time,Fx,Fy,max_d
0,0,0,0
5e-08,0.061072334404103,0.10436406303363,0
1e-07,0.29755580060756,0.49923882740728,0
1.5e-07,0.76682879681159,1.2526181137369,0
2e-07,1.4158099424798,2.2309683102354,0
2.5e-07,2.1311499113102,3.2141144153439,8.8555769622245e-07
3e-07,2.8221290235271,4.0633985689181,1.7825620150117e-06
3.5e-07,3.4663722342822,4.7990204512984,2.890088816623e-06
4e-07,4.0942856340243,5.5421970919729,4.2056333920957e-06
4.5e-07,4.7394988681634,6.3903239461192,5.8310151115897e-06
5e-07,5.4037977613359,7.3367250962726,7.8547203526197e-06
5.5e-07,6.062802876616,8.2928655232412,1.0255067599677e-05
6e-07,6.6980993175368,9.1768872431182,1.3003650227362e-05
6.5e-07,7.3200772300991,9.9821851699563,1.6161444854112e-05
7e-07,7.9594449430118,10.770113400633,1.9530424102992e-05
7.5e-07,8.6374617012969,11.604929530502,2.3242655364001e-05
8e-07,9.3443739179303,12.496840136913,2.7501324612439e-05
8.5e-07,10.046095614202,13.402329081721,3.2397889993351e-05
9e-07,10.712221371278,14.273016265335,3.7827021688085e-05
9.5e-07,11.339887519806,15.10186935628,4.3588482395386e-05
1e-06,11.95359217915,15.92467466986,4.9579056972063e-05
1.05e-06,12.583522328461,16.780812854145,5.5900733825911e-05
1.1e-06,13.242748104201,17.67443661505,6.2768745895203e-05
1.15e-06,13.921820399066,18.572417435686,7.0310897080108e-05
1.2e-06,14.601878105941,19.43775912789,7.8748059494719e-05
1.25e-06,15.271615168019,20.264459674377,8.7626761942894e-05
1.3e-06,15.932946776836,21.081487783209,9.6786650274667e-05
1.35e-06,16.593166467289,21.92469857246,0.00010630224575225
1.4e-06,17.254176691423,22.804825674329,0.00011640737676757
1.45e-06,17.910327242292,23.700627568775,0.00012727571606968
1.5e-06,18.556184907792,24.580774559098,0.00013885294900151
1.55e-06,19.195166571194,25.431916131479,0.00015090469578126
1.6e-06,19.839383789715,26.267325110465,0.00016324444719203
1.65e-06,20.500072264189,27.110896310517,0.00017592714800748
1.7e-06,21.177349500645,27.97408531334,0.00018922189344146
1.75e-06,21.858840423268,28.847618331409,0.00020338111834404
1.8e-06,22.528615801502,29.713650139487,0.00021842085629758
1.85e-06,23.178797162763,30.564503094382,0.00023410829613286
1.9e-06,23.814322057473,31.409523835266,0.00025016192079949
1.95e-06,24.44781979246,32.264637639955,0.00026648306528975
2e-06,25.089915491699,33.1360207617,0.00028319858822407
2.05e-06,25.743136791479,34.013942068557,0.00030048328868732
2.1e-06,26.403200353045,34.88205669786,0.00031834041559332
2.15e-06,27.064648722253,35.732608834756,0.00033655657000931
2.2e-06,27.724902650488,36.573178876015,0.00035487547133744
2.25e-06,28.383716262419,37.419382350657,0.0003732281435364
2.3e-06,29.040147840252,38.281078086508,0.00039179858944516
2.35e-06,29.691337007505,39.154794948886,0.00041085973883717
2.4e-06,30.334881657892,40.028328302818,0.00043053218583537
2.45e-06,30.972387018177,40.892069195609,0.00045068858816939
2.5e-06,31.610166737568,41.746353157809,0.00047108854779056
2.55e-06,32.255621422598,42.599019567643,0.00049161543904863
2.6e-06,32.911937795069,43.456869276999,0.00051239163586673
2.65e-06,33.575496333809,44.319673470111,0.00053366442156679
2.7e-06,34.238175796727,45.181860250721,0.00055557065963651
2.75e-06,34.892721154714,46.039202302218,0.00057799917883914
2.8e-06,35.537052985866,46.893440214429,0.000600676559539
2.85e-06,36.174626778802,47.750477248505,0.00062339607393392
2.9e-06,36.811305575065,48.614307344923,0.00064617921535691
2.95e-06,37.451637493898,49.482763765684,0.00066922556515789
3e-06,38.097129278521,50.349096154277,0.00069270669905524
3.05e-06,38.746889106927,51.207733991999,0.00071660194245261
3.1e-06,39.399109202014,52.058891145155,0.00074072787643759
3.15e-06,40.051835521542,52.908074214413,0.00076492902858598
3.2e-06,40.702875939992,53.761333676318,0.00078924665547361
3.25e-06,41.349856413504,54.620653498005,0.00081390507187568
3.3e-06,41.991182162808,55.483231570334,0.00083912851846551
3.35e-06,42.627423115256,56.344620027405,0.0008649604151723
3.4e-06,43.261793893446,57.202478292556,0.00089125284792674
3.45e-06,43.898877586568,58.057744068722,0.00091783552948863
3.5e-06,44.542157938388,58.912809904615,0.00094470836035904
3.55e-06,45.191992085433,59.76895485661,0.00097208158458201
3.6e-06,45.845428681937,60.625504489468,0.0010002300405632
