time,Fx,Fy,max_d
0,0,0,0
5e-08,0.0610723344041,0.10436406303363,0
1e-07,0.29755580060757,0.49923882740728,0
1.5e-07,0.76682879681164,1.2526181137369,0
2e-07,1.4158099424799,2.2309683102354,0
2.5e-07,2.1311498213067,3.2141142753476,1.5339283256492e-06
3e-07,2.82212877132,4.0633982194351,3.120103344947e-06
3.5e-07,3.4663717541046,4.7990198923794,5.1592105624841e-06
4e-07,4.0942848660119,5.5421963051597,7.6840975486154e-06
4.5e-07,4.7394977472278,6.390322796535,1.0791013382e-05
5e-07,5.4037962060037,7.3367233296919,1.4698652258973e-05
5.5e-07,6.0628007922158,8.2928629219548,1.9525703224066e-05
6e-07,6.6980966189918,9.1768838043891,2.5170649769796e-05
6.5e-07,7.3200738310917,9.9821810910852,3.1407636034251e-05
7e-07,7.9594406967558,10.770108798871,3.8164511612546e-05
7.5e-07,8.637456377622,11.604924173307,4.5665928947907e-05
8e-07,9.3443672805072,12.496833530468,5.4262334664244e-05
8.5e-07,10.046087597117,13.402320855649,6.4129556423926e-05
9e-07,10.712212184378,14.273006459264,7.5113872803703e-05
9.5e-07,11.33987748246,15.101858298212,8.6893083101603e-05
1e-06,11.953581383479,15.924662508231,9.9313282537226e-05
1.05e-06,12.583510443659,16.780799238964,0.00011255523365776
1.1e-06,13.242734427756,17.674420988789,0.00012698703793541
1.15e-06,13.921804273078,18.572399572926,0.00014282986284037
1.2e-06,14.601859274143,19.437739399862,0.00015995034653329
1.25e-06,15.271593881383,20.264438595598,0.00017800082970589
1.3e-06,15.932923594912,21.081465230683,0.00019675473865406
1.35e-06,16.593141955869,21.924673506174,0.0002163433177156
1.4e-06,17.254151071911,22.804796905396,0.00023714802041474
1.45e-06,17.910300393713,23.700594754834,0.00025944618175454
1.5e-06,18.556156298381,24.580738640888,0.00028315253217785
1.55e-06,19.195135349404,25.431878492224,0.00030789999244517
1.6e-06,19.839348936053,26.267286253742,0.0003333963872069
1.65e-06,20.500032828765,27.110855355178,0.00035972676709082
1.7e-06,21.177305250308,27.974040613613,0.00038730622074945
1.75e-06,21.858792423449,28.847568677141,0.0004165218091181
1.8e-06,22.528565920913,29.713595721074,0.00044739067805563
1.85e-06,23.178747123216,30.564444965087,0.00047954206111728
1.9e-06,23.814272225089,31.409462694632,0.00051253910264728
1.95e-06,24.447768851418,32.264572999336,0.00054623139497221
2e-06,25.08986092351,33.135951645101,0.00058081466589275
2.05e-06,25.743076128951,34.013868317883,0.0006165511811399
2.1e-06,26.403132862282,34.881979099972,0.0006534326343352
2.15e-06,27.06457576855,35.732528273779,0.00069110925031296
2.2e-06,27.724826706776,36.573095165824,0.00072916172654196
2.25e-06,28.383639919632,37.41929353868,0.00076746175130055
2.3e-06,29.04007268609,38.280981661203,0.00080627773438341
2.35e-06,29.691263131985,39.154689763401,0.00084602264366426
2.4e-06,30.334807408306,40.02821575334,0.000886879532898
2.45e-06,30.972309602147,40.891952046257,0.00092865043763685
2.5e-06,31.610083361951,41.746233049682,0.00097096299549061
2.55e-06,32.255529952082,42.598895899213,0.0010136376437555
2.6e-06,32.911836939056,43.456740374089,0.0010568689128429
2.65e-06,33.575387683862,44.319537081712,0.0011010501731382
2.7e-06,34.238062318134,45.181715876421,0.0011464071468294
2.75e-06,34.892604537325,46.039052021283,0.0011927804393539
2.8e-06,35.536934120925,46.893285235645,0.0012397553254804
2.85e-06,36.174504616603,47.750316930135,0.0012870170087702
2.9e-06,36.811176300165,48.614140862927,0.0013346041694739
2.95e-06,37.451498520531,49.48258979733,0.0013828335191343
3e-06,38.096980787294,50.348914352824,0.0014319790504606
3.05e-06,38.746734069021,51.207545182198,0.0014820137858743
3.1e-06,39.398952221973,52.058695911263,0.0015326533828699
3.15e-06,40.051681069799,52.907871473343,0.0015836540875563
3.2e-06,40.70272569611,53.761121782898,0.0016350798662546
3.25e-06,41.349709130355,54.620431441456,0.0016872850662061
3.3e-06,41.991034503197,55.483000106779,0.0017406295456548
3.35e-06,42.62727072242,56.344381533259,0.0017951942605557
3.4e-06,43.261632759697,57.202235044032,0.0018507619938316
3.45e-06,43.898705280898,58.057496478494,0.001907080423917
3.5e-06,44.541974483,58.912556078432,0.0019641642829787
3.55e-06,45.191800199885,59.768691685404,0.0020223590274928
3.6e-06,45.845232997723,60.625229467033,0.0020821109524902
3.65e-06,46.497765007903,61.480881547439,0.0021436577858688
3.7e-06,47.145802741105,62.335591805929,0.0022069194808653
3.75e-06,47.788311720779,63.190959029945,0.0022716776990057
3.8e-06,48.426867864986,64.048847561965,0.0023378657144957
3.85e-06,49.064454147773,64.90956057511,0.0024056936707726
3.9e-06,49.703957558682,65.771300280027,0.0024754949728944
3.95e-06,50.34716400226,66.63141413767,0.0025474443167735
4e-06,50.994465064566,67.48836400652,0.0026214169271042
4.05e-06,51.645041202618,68.342820800391,0.0026971247413268
4.1e-06,52.297245564563,69.197101543164,0.0027744064502959
4.15e-06,52.949100038418,70.053513324275,0.002853404309921
4.2e-06,53.598927551008,70.912908196559,0.0029344657818824
4.25e-06,54.246032609317,71.774410139958,0.003017863823616
4.3e-06,54.8911394207,72.636287059716,0.003103596720339
4.35e-06,55.536257033854,73.49715087323,0.0031914519160752
4.4e-06,56.183882441813,74.356615155633,0.0032812723766011
4.45e-06,56.835849247738,75.215116979426,0.0033731762557335
4.5e-06,57.492405902077,76.073274956158,0.0034675242112712
4.55e-06,58.152047138079,76.931405894823,0.0035646624790914
4.6e-06,58.812227830396,77.789546665179,0.0036646754270499
