time,Fx,tip_velocity,tip_x,tip_y,tip_z
1.99e-05,156.57054437793,1562499.9999991,34.890624999992,0.01562499999997,0
1.995e-05,156.56453814883,1562499.9999993,34.968749999992,0.01562499999997,0
2e-05,156.55889606605,1249999.9999991,35.031249999992,0.01562499999997,0
2.005e-05,156.55326890408,1562499.9999993,35.109374999992,0.01562499999997,0
2.01e-05,156.54725662103,1562499.9999991,35.187499999992,0.01562499999997,0
2.015e-05,156.54045522023,1249999.9999993,35.249999999992,0.01562499999997,0
2.02e-05,156.53250617384,1562499.9999993,35.328124999992,0.01562499999997,0
2.025e-05,156.5231364915,1562499.999999,35.406249999992,0.01562499999997,0
2.03e-05,156.5121810208,1249999.9999994,35.468749999991,0.01562499999997,0
2.035e-05,156.49958498325,1562499.9999993,35.546874999991,0.01562499999997,0
2.04e-05,156.4853912018,1249999.9999994,35.609374999991,0.01562499999997,0
2.045e-05,156.46972016227,1562499.999999,35.687499999991,0.01562499999997,0
2.05e-05,156.4527506568,1562499.9999993,35.765624999991,0.01562499999997,0
2.055e-05,156.43470510158,1249999.9999994,35.828124999991,0.01562499999997,0
2.06e-05,156.41583915087,1562499.999999,35.906249999991,0.01562499999997,0
2.065e-05,156.39643255459,1562499.9999993,35.984374999991,0.01562499999997,0
2.07e-05,156.37677855112,1249999.9999994,36.046874999991,0.01562499999997,0
2.075e-05,156.35717159363,1593443.5979968,36.124999999991,0.03124999999994,0
2.08e-05,156.33789561832,1288470.5080047,36.187499999991,0.01562499999997,0
2.085e-05,156.31921535749,1562499.9999993,36.265624999991,0.01562499999997,0
2.09e-05,156.30137109875,1562499.9999993,36.343749999991,0.01562499999997,0
2.095e-05,156.28457454936,1249999.9999993,36.406249999991,0.01562499999997,0
2.1e-05,156.26900262103,1562499.9999991,36.484374999991,0.01562499999997,0
2.105e-05,156.25478834221,1249999.9999994,36.546874999991,0.01562499999997,0
2.11e-05,156.24201253995,1593443.5979968,36.624999999991,0.03124999999994,0
2.115e-05,156.23070314449,1593443.5979968,36.703124999991,0.01562499999997,0
2.12e-05,156.2208477754,1249999.9999994,36.765624999991,0.01562499999997,0
2.125e-05,156.21241907,1562499.9999993,36.843749999991,0.01562499999997,0
2.13e-05,156.20540400566,1562499.999999,36.921874999991,0.01562499999997,0
2.135e-05,156.19982336884,1249999.9999994,36.984374999991,0.01562499999997,0
2.14e-05,156.19572955659,1593443.5979968,37.062499999991,0.03124999999994,0
2.145e-05,156.19318009623,1593443.5979968,37.140624999991,0.01562499999997,0
2.15e-05,156.19219620411,1249999.9999994,37.203124999991,0.01562499999997,0
2.155e-05,156.1927239324,1562499.9999991,37.281249999991,0.01562499999997,0
2.16e-05,156.1946153818,1562499.9999991,37.359374999991,0.01562499999997,0
2.165e-05,156.19763909609,1249999.9999994,37.42187499999,0.01562499999997,0
2.17e-05,156.20151654362,1562499.999999,37.49999999999,0.01562499999997,0
2.175e-05,156.20597159592,1249999.9999994,37.56249999999,0.01562499999997,0
2.18e-05,156.21077633563,1562499.9999993,37.64062499999,0.01562499999997,0
2.185e-05,156.21577979856,1249999.9999991,37.70312499999,0.01562499999997,0
2.19e-05,156.22091363203,1562499.9999994,37.78124999999,0.01562499999997,0
2.195e-05,156.22617642027,1562499.9999989,37.85937499999,0.01562499999997,0
2.2e-05,156.23160398083,1249999.9999994,37.92187499999,0.01562499999997,0
2.205e-05,156.2372354505,1593443.5979968,37.99999999999,0.03124999999994,0
2.21e-05,156.24308477654,1593443.5979968,38.07812499999,0.01562499999997,0
2.215e-05,156.24912484561,1249999.9999994,38.14062499999,0.01562499999997,0
2.22e-05,156.25528738584,1562499.9999994,38.21874999999,0.01562499999997,0
2.225e-05,156.26147677056,1249999.9999994,38.28124999999,0.01562499999997,0
2.23e-05,156.26759144836,1562499.9999991,38.35937499999,0.01562499999997,0
2.235e-05,156.27354474654,1249999.9999991,38.42187499999,0.01562499999997,0
2.24e-05,156.27927828724,1562499.9999994,38.49999999999,0.01562499999997,0
2.245e-05,156.28476552397,1249999.9999994,38.56249999999,0.01562499999997,0
2.25e-05,156.29000763402,1562499.9999991,38.64062499999,0.01562499999997,0
2.255e-05,156.29502657043,1249999.9999991,38.70312499999,0.01562499999997,0
2.26e-05,156.29985924886,1562499.9999994,38.78124999999,0.01562499999997,0
2.265e-05,156.30455360625,1249999.9999994,38.84374999999,0.01562499999997,0
2.27e-05,156.30916414606,1562499.9999989,38.92187499999,0.01562499999997,0
2.275e-05,156.31374391384,1249999.9999994,38.98437499999,0.01562499999997,0
2.28e-05,156.31833217006,1562499.9999994,39.06249999999,0.01562499999997,0
2.285e-05,156.32294075138,1562499.9999991,39.14062499999,0.01562499999997,0
2.29e-05,156.32754461754,1249999.9999991,39.20312499999,0.01562499999997,0
2.295e-05,156.33208150203,1249999.9999994,39.26562499999,0.01562499999997,0
2.3e-05,156.336462038,1562499.9999994,39.34374999999,0.01562499999997,0
2.305e-05,156.34058721238,1288470.5080045,39.406249999989,0.03124999999994,0
2.31e-05,156.34436706893,1249999.9999994,39.468749999989,0.03124999999994,0
2.315e-05,156.34773474808,1593443.5979968,39.546874999989,0.01562499999997,0
2.32e-05,156.3506528417,1249999.9999994,39.609374999989,0.01562499999997,0
2.325e-05,156.35311278119,2688226.6459467,39.687499999989,0.12499999999976,0
2.33e-05,156.35513046997,2253469.5471618,39.749999999989,0.03124999999994,0
2.335e-05,156.35674155577,2948119.1037631,39.828124999989,0.1562499999997,0
2.34e-05,156.35799806071,2519455.5463393,39.890624999989,0.046874999999909,0
2.345e-05,156.35896599228,4941058.8440042,39.968749999989,0.28124999999946,0
2.35e-05,156.35972244871,3365728.0044532,40.031249999989,0.12499999999976,0
2.355e-05,156.36035112111,2948119.1037632,40.109374999989,0.24999999999952,0
2.36e-05,156.36093643817,1767766.9529643,40.171874999989,0.18749999999964,0
2.365e-05,156.36155781335,1288470.5080048,40.234374999989,0.17187499999967,0
2.37e-05,156.36228569667,2209708.6912051,40.312499999989,0.24999999999952,0
