time,Fx,Fy,max_d
0,0,0,0
5e-08,0.084267900596908,0.14230551271161,0
1e-07,0.36061179891242,0.5948558872874,0
1.5e-07,0.84384320786744,1.3489198257246,1.969098031906e-07
2e-07,1.4631571948811,2.2523016744032,1.005064756207e-06
2.5e-07,2.1321496680959,3.1534861391654,2.9165936399645e-06
3e-07,2.7987066600274,3.9925216478023,6.0863900371138e-06
3.5e-07,3.4517674244195,4.7958605111724,1.0482994551841e-05
4e-07,4.0998982971218,5.6147949299987,1.6257936334595e-05
4.5e-07,4.7497031793516,6.4728388999778,2.3492715764817e-05
5e-07,5.3997716067753,7.3564519936196,3.2368840959566e-05
5.5e-07,6.0468726067878,8.238516824198,4.3003143540267e-05
6e-07,6.6925086368014,9.1036022669229,5.5403068233959e-05
6.5e-07,7.3425287307488,9.9547238242155,6.9551467037942e-05
7e-07,8.0016157355015,10.803473148782,8.5505910233362e-05
7.5e-07,8.668906239323,11.657664968008,0.0001034327295324
8e-07,9.3385838188004,12.51714135607,0.00012352440550156
8.5e-07,10.004198648407,13.377742738837,0.00014588395991567
9e-07,10.662737316429,14.236850943046,0.00017050886266592
9.5e-07,11.315618636527,15.095177398192,0.00019738688896593
1e-06,11.966759258868,15.954680804243,0.00022656131492878
1.05e-06,12.619806969649,16.815910497037,0.00025810038912831
1.1e-06,13.276469588581,17.677459265839,0.00029208732409528
1.15e-06,13.936450622346,18.537474777884,0.00032857220782952
1.2e-06,14.598317482714,19.395356810844,0.00036755895723193
1.25e-06,15.260423101699,20.252105376179,0.00040905771466222
1.3e-06,15.921463907943,21.109332476495,0.00045309034751254
1.35e-06,16.580727974445,21.96803589519,0.00049969718681807
1.4e-06,17.238189617795,22.828115986951,0.00054892310104287
1.45e-06,17.894471263529,23.688759584868,0.00060079578688094
1.5e-06,18.550597515699,24.549144999828,0.00065532533421297
1.55e-06,19.207568368262,25.408881838536,0.00071251980058886
1.6e-06,19.865928293539,26.268015957269,0.00077239935164004
1.65e-06,20.525562640859,27.126797789473,0.00083499956261811
1.7e-06,21.185822837204,27.985483654718,0.00090036380386197
1.75e-06,21.845888621887,28.844271385245,0.0009685305235059
1.8e-06,22.50515199117,29.703308509458,0.0010395234347216
1.85e-06,23.163439898094,30.562677977047,0.0011133506547239
1.9e-06,23.821000568831,31.422357171168,0.0011900154055994
1.95e-06,24.478318755254,32.282201867282,0.0012695142560347
2e-06,25.135873993928,33.142002891736,0.0013518363408183
2.05e-06,25.793958561328,34.001586516028,0.0014369590641436
2.1e-06,26.452606502016,34.860896683848,0.0015248532714895
