time,Fx,Fy,max_d
0,0,0,0
5e-08,0.06107233440408,0.10436406303358,0
1e-07,0.29755580060745,0.49923882740705,0
1.5e-07,0.76682879681096,1.2526181137359,0
2e-07,1.4158099424786,2.2309683102336,0
2.5e-07,2.1311499925988,3.2141145427398,1.5591115718629e-07
3e-07,2.8221292434146,4.0633988736733,3.1161388787507e-07
3.5e-07,3.466372637717,4.7990209125071,5.0036088473668e-07
4e-07,4.0942862541699,5.5421977031334,7.1793739801306e-07
4.5e-07,4.7394997369221,6.3903247971549,9.8388254409503e-07
5e-07,5.403798926127,7.3367263734991,1.318770215673e-06
5.5e-07,6.0628043918848,8.2928673735792,1.731962556149e-06
6e-07,6.6981012217167,9.1768896327416,2.2228693261624e-06
6.5e-07,7.3200795616231,9.9821879170247,2.7554416897785e-06
7e-07,7.9594477984131,10.770116412069,3.3204187212625e-06
7.5e-07,8.6374652594632,11.604933004358,3.943578644718e-06
8e-07,9.3443783710228,12.496844461954,4.6630329633127e-06
8.5e-07,10.046101007786,13.402334510581,5.4953540761812e-06
9e-07,10.7122275097,14.27302269402,6.4194789496955e-06
9.5e-07,11.339894107806,15.101876458932,7.3968938734574e-06
1e-06,11.953599111876,15.924682316192,8.4077989063493e-06
1.05e-06,12.583529864782,16.780821373123,9.4718798114098e-06
1.1e-06,13.242756805922,17.674446529452,1.0630477359424e-05
1.15e-06,13.921830770686,18.572428959124,1.1908468625902e-05
1.2e-06,14.601890292735,19.437771902103,1.3292423852684e-05
1.25e-06,15.271628898624,20.264473142765,1.4743538836789e-05
1.3e-06,15.932961585161,21.081501891005,1.6235108928031e-05
1.35e-06,16.593181976031,21.924714082396,1.7778116865579e-05
1.4e-06,17.254192837107,22.804843602911,1.9411015410688e-05
1.45e-06,17.910344183094,23.700648321076,2.11644088432e-05
1.5e-06,18.55620298125,24.580797471026,2.3033898819553e-05
1.55e-06,19.195186246314,25.431940054697,2.4986290141393e-05
1.6e-06,19.839405666528,26.267349500122,2.6992552870658e-05
1.65e-06,20.500097005209,27.110921754512,2.905554719402e-05
1.7e-06,21.177377383203,27.974113103369,3.1205557413161e-05
1.75e-06,21.858870833198,28.847649446817,3.3468017004211e-05
1.8e-06,22.528647448029,29.713684404015,3.5834006230454e-05
1.85e-06,23.178828726026,30.564539550633,3.8261748663242e-05
1.9e-06,23.814353122724,31.409561800961,4.0708749395519e-05
1.95e-06,24.447851213217,32.264677494957,4.316668508168e-05
2e-06,25.089949089474,33.136063460639,4.5666781041242e-05
2.05e-06,25.743174381017,34.013987998586,4.8251010611207e-05
2.1e-06,26.403242471559,34.882105294655,5.0935464791463e-05
