time,DJint,Jint,tip,tip_adv,tip_cum
0,0,0,0,0,0
1,3.3121655418356e-10,3.5455712671384e-10,0,0,0
2,1.0530441268974e-07,1.116818191399e-07,0,0,0
3,7.3226858267605e-06,7.7076783812358e-06,0,0,0
4,0.00019021405806524,0.00019880466293792,0,0,0
5,0.0022705807209095,0.0023555634130581,0,0,0
6,0.013708500466561,0.014102464257235,0,0,0
7,0.043565412748585,0.044379951169097,0,0,0
8,0.073325802880567,0.073896204208973,0,0,0
9,0.065500180968998,0.065509291357848,0,0,0
10,0.035067578811044,0.035328631665587,0,0,0
11,0.02044936913881,0.020708300541551,0,0,0
12,0.02448906037389,0.02449095518456,0,0,0
13,0.032630950098821,0.03258232335859,0,0,0
14,0.033420107711467,0.033194180748129,0,0,0
15,0.036976932245553,0.036686001280868,0,0,0
16,0.053594483018329,0.053546201716259,0,0,0
17,0.078655338104888,0.078955698337994,0,0,0
18,0.10793388429672,0.10841813663916,0,0,0
19,0.14434737789858,0.14485863440995,0,0,0
20,0.16966824337512,0.16993041432721,0,0,0
21,0.15567093105054,0.1556787888275,0,0,0
22,0.11497313983067,0.11514429798289,0,0,0
23,0.081391765954052,0.081747814777302,0,0,0
24,0.070012314896558,0.070131038586427,0,0,0
25,0.082620918094593,0.082445871140291,0,0,0
26,0.1144456874295,0.1142222602979,0,0,0
27,0.1492201524872,0.14903280956973,0,0,0
28,0.17449605338015,0.1746324538264,0,0,0
29,0.20053138663104,0.20109985210094,0,0,0
30,0.24182468364656,0.24249770899369,0,0,0
31,0.28847286029041,0.28893703584858,0,0,0
32,0.30625558592188,0.30623772486427,0,0,0
33,0.27599538832732,0.27563710306196,0,0,0
34,0.21966402238736,0.2196167232897,0,0,0
35,0.17300865111281,0.17342805204576,0,0,0
36,0.15562943890502,0.15587815948235,0,0,0
37,0.17271405969795,0.17245601856074,0,0,0
38,0.22217270031243,0.22185224190272,0,0,0
39,0.28864576609872,0.28865169760139,0,0,0
40,0.34378167112832,0.34409458536652,0,0,0
41,0.3706885149666,0.371196259826,0,0,0
42,0.37845105923248,0.37883313811197,0,0,0
43,0.3797666974188,0.37974719385847,0,0,0
44,0.36715047190646,0.36690909115941,0,0,0
45,0.32461331121023,0.32440785843189,0,0,0
46,0.25883913189706,0.25893640971252,0,0,0
47,0.2008309726677,0.20130852991228,0,0,0
48,0.17698928404824,0.17729774128185,0,0,0
49,0.19509420501701,0.19489673914702,0,0,0
50,0.24755201128544,0.24729820950285,0,0,0
51,0.31134360687398,0.31140458095537,0,0,0
52,0.35828537539835,0.35857222806726,0,0,0
53,0.37553453201389,0.37587285565991,0,0,0
54,0.36915375889978,0.36931905542177,0,0,0
55,0.35003258774848,0.34989999676814,0,0,0
56,0.32255555655486,0.32234895547987,0,0,0
57,0.28565131597645,0.28559984800281,0,0,0
58,0.24187460939978,0.24198622301512,0,0,0
59,0.2034443892403,0.20368281681587,0,0,0
60,0.18770453869792,0.18782985325777,0,0,0
61,0.20865255908995,0.20845840836834,0,0.5,0.5
62,0.26982785520835,0.26978263665391,0.5,0.5,1
63,0.82001292164582,0.87934041911487,1,0.5,1.5
64,1.5642922681116,1.7566856505416,1.5,0.5,2
65,2.2127906579761,2.4679498857869,2,0.5,2.5
66,2.7989988850186,3.0520337845595,2.5,0.5,3
67,3.2604039826617,3.4482914892889,3,0.5,3.5
68,3.6374384795605,3.7597970622258,3.5,0.5,4
69,3.9837446667808,4.0892461437644,4,0.5,4.5
70,4.3150841675991,4.4702569750104,4.5,0.5,5
71,4.6239255083953,4.8545753369104,5,0.5,5.5
72,4.941085202176,5.2392531740296,5.5,0.5,6
73,5.3120443443408,5.6741621859686,6,0.5,6.5
74,5.7072327807755,6.131174996545,6.5,0.5,7
75,6.0579611792428,6.5379784351,7,0.5,7.5
76,6.3454384211238,6.8262277113952,7.5,0.5,8
77,6.6124571999699,6.9819639556108,8,0.5,8.5
78,6.9415290155927,7.1322849887355,8.5,0.5,9
79,7.3405638035074,7.3815230868646,9,0.5,9.5
80,7.6484510847858,7.6573943566432,9.5,0.5,10
81,7.7983914221961,7.8533637036267,10,0.5,10.5
82,7.9101380033662,7.9818117311735,10.5,0.5,11
83,7.9839097124145,8.0678356449358,11,0.5,11.5
84,7.9973718328621,8.0666962506,11.5,0.5,12
85,7.9351748169686,7.9862669303582,12,0.5,12.5
86,7.9231769746674,7.9930099905404,12.5,0.5,13
87,7.9912964749028,8.0816045074672,13,0.5,13.5
88,8.0988676384659,8.1692026039064,13.5,0.5,14
89,8.2384237296752,8.2811975899196,14,0.5,14.5
90,8.3906628653703,8.3972158529042,14.5,0.5,15
91,8.4821735127247,8.4697534407363,15,0.5,15.5
92,8.4977545175347,8.5010420915264,15.5,0.5,16
93,8.4351487223798,8.4706960155261,16,0.5,16.5
94,8.2989227960816,8.3449897795122,16.5,0.5,17
95,8.1522679601183,8.1807121737318,17,0.5,17.5
96,8.067808749677,8.0751848177322,17.5,0.5,18
97,8.0471789171859,8.05548006359,18,0.5,18.5
98,8.0473064356295,8.0892459496034,18.5,0.5,19
99,8.0903381077102,8.1495761413313,19,0.5,19.5
100,8.201296542624,8.2313583111006,19.5,0.5,20
101,8.334966769235,8.3363710427283,20,0.5,20.5
102,8.4263430776464,8.4507107612505,20.5,0.5,21
103,8.441164316005,8.5296801071174,21,0.5,21.5
104,8.4704885035519,8.5645382199503,21.5,0.5,22
105,8.4926908861402,8.5376527591762,22,0.5,22.5
106,8.4471239232231,8.4469465999301,22.5,0.5,23
107,8.403514348482,8.3781183101471,23,0.5,23.5
108,8.3656069736724,8.3519071635319,23.5,0.5,24
109,8.318486863425,8.3334808664975,24,0.5,24.5
110,8.2903887830091,8.3144045078471,24.5,0.5,25
111,8.3016054261769,8.3084736920389,25,0.5,25.5
112,8.3640415550468,8.3499530742743,25.5,0.5,26
113,8.4511654051455,8.4389974338194,26,0.5,26.5
114,8.516230895681,8.5245166548095,26.5,0.5,27
115,8.5433848894575,8.5584254321182,27,0.5,27.5
116,8.537929751756,8.5386057931314,27.5,0.5,28
117,8.5098857701525,8.4898335428259,28,0.5,28.5
118,8.4726179415029,8.4540719664133,28.5,0.5,29
119,8.4162618257913,8.4385615889636,29,0.5,29.5
120,8.3386732944295,8.4130789635238,29.5,0.5,30
