time,DJint,Jint,tip,tip_adv,tip_cum
0,0,0,0,0,0
1,2.4482773586243e-09,2.6032313527047e-09,0,0,0
2,7.4096129087931e-07,7.8453415780499e-07,0,0,0
3,4.8056711290156e-05,5.051156088659e-05,0,0,0
4,0.0011597627017432,0.0012102574619481,0,0,0
5,0.01280015563077,0.013256077453398,0,0,0
6,0.071048218516435,0.072947802460048,0,0,0
7,0.20636804465678,0.20980014862148,0,0,0
8,0.31679796390764,0.3187776230427,0,0,0
9,0.26338470475197,0.26359857238829,0,0,0
10,0.14600352372926,0.14728168769383,0,0,0
11,0.10656476127537,0.10722588385947,0,0,0
12,0.13952918025713,0.13961089084203,0,0,0
13,0.16949739631797,0.16945269356475,0,0,0
14,0.16537301257449,0.16506778397768,0,0,0
15,0.19235020659472,0.19253246252715,0,0,0
16,0.28838861069778,0.28982367090636,0,0,0
17,0.42354812869241,0.4258299528744,0,0,0
18,0.57986429501579,0.58227332299446,0,0,0
19,0.75569884118743,0.75718926888669,0,0,0
20,0.85253026070188,0.8525246970959,0,0,0
21,0.77964078300506,0.7802145349246,0,0,0
22,0.62811815043904,0.63031042047584,0,0,0
23,0.53360598879217,0.53522595380686,0,0,0
24,0.54348508193939,0.54323098031383,0,0,0
25,0.64376018716988,0.64295696836167,0,0,0
26,0.77491151932647,0.77475414953812,0,0,0
27,0.87473268640879,0.87557435307311,0,0,0
28,0.96343435375512,0.96553626866945,0,0,0
29,1.1081502432333,1.1105387603795,0,0,0
30,1.2963701508604,1.2979422827451,0,0,0
31,1.4019396536001,1.4022981902722,0,0,0
32,1.3273086970932,1.327248383521,0,0,0
33,1.1397703782576,1.1410073186113,0,0,0
34,0.98321808237381,0.98550061396156,0,0,0
35,0.93685441485039,0.93798580259817,0,0,0
36,1.0058447117898,1.0053645790836,0,0,0
37,1.1628369462922,1.1622579554299,0,0,0
38,1.3605831787965,1.3607344266697,0,0,0
39,1.5355541014432,1.536640292493,0,0,0
40,1.6500486433555,1.6519052551258,0,0,0
41,1.7255610912799,1.7270649053632,0,0,0
42,1.7871383883617,1.7874625285604,0,0,0
43,1.7943526238078,1.7941243096086,0,0,0
44,1.6839206417354,1.6843143504684,0,0,0
45,1.4808909957845,1.4823518883578,0,0,0
46,1.3028485963982,1.3043763223227,0,0,0
