time,Load,avg_p,avg_s1,max_d
0,0,0,0,0
1,-5709838.605429,-568.21175316307,-370.25250678196,0
2,-4220271.3272597,-419.97820523438,-234.05743466341,0
3,-3323733.5147828,-330.75969007003,-140.66109913234,0
4,-3464578.1617162,-344.77577516245,-119.67725495674,0
5,-2669407.9606256,-265.64480750338,-35.901365025738,0
6,-2438708.7411765,-242.68688925121,7.367340189181,0
7,-1976321.8017063,-196.67268260335,65.465891068036,0
8,-1665171.8232392,-165.70874702148,111.67399577045,0
9,-1289222.9924806,-128.29638583462,160.38176741803,0
10,-962162.86768422,-95.749159942181,204.3848383089,0
11,-693371.90693015,-69.000560971408,242.70991205732,0
12,-377869.38411355,-37.603484100174,282.43146705224,0
13,-133201.9886503,-13.25552974892,315.79106337953,0
14,96455.459807264,9.5987171803988,346.41643761666,0
15,332149.3734104,33.053679940811,375.80206129041,0
16,515959.68882966,51.345472194717,400.10377610998,0
17,695720.7570158,69.234305621181,422.56483340341,0
18,862307.70769699,85.812123286754,442.69374882595,0
19,1002253.2754603,99.738736962063,459.80434023339,0
20,1148283.6244581,114.27087462007,476.55450839718,0
21,1302044.2044219,129.57228237361,493.94129155561,0.0034883956387808
