time,Load,avg_p,avg_s1,max_d
0,0,0,0,0
1,-4312625.2015653,-429.14348679936,-279.73090820444,0
2,-3166111.4657496,-315.05545937868,-175.41417388105,0
3,-2526779.5050613,-251.43640276961,-107.47750446224,0
4,-2626312.4515426,-261.34079132833,-91.125390035706,0
5,-2036243.9883633,-202.6238785655,-28.468918150047,0
6,-1868776.0516163,-185.95937123094,3.9305294225108,0
7,-1526147.7897318,-151.86489742232,47.610354039781,0
8,-1292979.1371849,-128.6626009348,82.645886545419,0
9,-1009041.2757526,-100.40832930341,119.85691926584,0
10,-761276.54026079,-75.753596391241,153.85371084205,0
11,-527593.16623737,-52.500080667442,186.41611495238,0
12,-223851.52989924,-22.275162244905,224.58152664345,0
13,102565.97336177,10.206200951444,267.77478508013,0
14,534303.30080982,53.167797061221,325.16645019105,0
15,1080603.0838024,107.52934779975,400.96306837781,0
16,1672268.6368391,166.40518480898,491.22040241766,0
17,2283997.3840495,227.27748306899,589.6870983585,0
18,2861923.4071382,284.78611808098,683.74857611741,0
19,3401933.9775842,338.52183780585,764.74611604707,0
20,3922084.2009029,390.28128131451,831.95238647684,0
21,4368909.2407939,434.74423523373,886.80439723324,0
22,4695934.5415898,467.28607953874,932.15710809765,0
23,4931375.0242245,490.71444275817,970.87107015741,0
24,5160714.3112718,513.53568427664,1005.6702886052,0
25,5427810.7178357,540.11408556754,1038.2742805349,0
26,5689858.8470777,566.19013962652,1068.8311697707,0
27,5921145.5860573,589.20516944644,1099.7023635012,0
28,6176587.9454324,614.62389230201,1136.4909609301,0
29,6500045.1863351,646.81068380457,1182.2641946542,0
30,6846669.075907,681.30275710712,1233.2399548591,0
31,7143131.2624737,710.8033073523,1281.5833996395,0
32,7358887.1182755,732.27288004379,1319.4190237148,0
33,7484942.2427244,744.81645457359,1339.7934445904,0
34,7505400.5986785,746.85223783737,1338.4943043223,0
35,7419527.6405823,738.30713620281,1317.269809483,0
36,7248452.9830225,721.28372897012,1282.9522904323,0
37,7009444.151129,697.50028415386,1242.3425865821,0
38,6718162.6712086,668.51525900311,1199.1029195078,0
39,6410460.1081859,637.89619413637,1154.7134774701,0
40,6127775.1759995,609.76659979553,1110.2931686574,0
41,5882856.3592055,585.39506039452,1067.4537061498,0
42,5657181.9385733,562.93850476423,1028.1233309852,0
43,5427824.8608388,540.1154929186,993.20249178351,0
44,5185551.7826006,516.00722737422,960.90653486344,0
45,4923634.2624866,489.94417005248,926.23658833446,0
46,4615470.928839,459.27925452556,882.1407599919,0
47,4219484.1467251,419.8751467118,822.25952822507,0
48,3716019.2369185,369.77603612897,744.24620389708,0
49,3130040.4511489,311.46608162043,651.36676311739,0
50,2508531.9405928,249.62061236919,550.91918345342,0
51,1885128.3715421,187.58656841646,450.83064234851,0
52,1276398.4721586,127.01268143791,356.96564890651,0
53,701404.66776202,69.795827532495,272.21707327858,0
54,186303.06396225,18.538765307299,196.97141570562,0
55,-252924.63846722,-25.168187861513,130.3624072234,0
56,-623230.23179838,-62.016795397768,71.599267959998,0
57,-948477.34374708,-94.381694541432,20.209770831343,0
58,-1256534.7842988,-125.03607278995,-25.234644036326,0
59,-1571273.582811,-156.3553039106,-68.464199210583,0
60,-1908824.8151165,-189.94456938918,-114.96502930416,0
