time,Fx_left_arc,Fx_left_platen_right,Fy,external_work,fracture_energy,impactor_disp,kinetic_energy,max_d,strain_energy
0,0,0,0,0,0,0,0,0,0
1e-06,4.3729244442604,7.6069886521898e-14,2.1693829066581e-22,0.00049432045234593,0,0.0002467198171342,5.4895345540553e-05,0,0.00032952736052031
2e-06,19.233683832786,-1.3532921275457e-12,5.4426297504674e-22,0.01039691283338,0,0.00098663578586422,0.0015190608108415,0,0.0077621458814979
3e-06,35.437044618202,-8.731031974897e-13,2.7029256842407e-21,0.043837823414856,0,0.00221901769846,0.0081535821460968,0,0.035703068018427
4e-06,57.64859762029,4.1036668803841e-12,7.1270449872965e-21,0.12079177218925,1.6184287155637e-05,0.0039426493427611,0.024009484694842,0,0.10317652355628
5e-06,82.988286206428,-2.7222428522516e-12,2.3997904307798e-20,0.26610792756911,0.00043676393543357,0.0061558297024311,0.053874258466093,0.0044042536809178,0.23411273939595
6e-06,111.93845660393,9.6233240909732e-12,-6.9179429612711e-20,0.50871542815598,0.0027237523364897,0.0088563746356556,0.10291408051219,0.024392137857369,0.4558673913652
7e-06,142.67562410904,1.0500088843833e-11,1.0763248281777e-19,0.87989797114858,0.009754667117387,0.012041619030626,0.17560463927352,0.070906709923301,0.79543634844885
8e-06,174.27940989284,1.4048387943302e-11,-1.8426976969675e-19,1.4108304414158,0.024594709115454,0.015708419435684,0.27475151704957,0.15164018092119,1.2754519043502
9e-06,205.90665870713,-1.8505098468788e-11,1.7226921633507e-19,2.1312574584884,0.049606734057318,0.019853157161528,0.40119910437754,0.27295615316079,1.9155229875948
1e-05,238.14046552663,3.7769031325266e-11,-4.5953369161433e-23,3.070758025481,0.085175388967173,0.024471741852423,0.55564873003453,0.43860597238958,2.7397135416965
1.1e-05,272.66452310242,-5.0571102756638e-11,-1.9143187622544e-21,4.2626596842011,0.12899360995628,0.029559615522887,0.74140619703355,0.61669222036023,3.7867072991012
1.2e-05,310.69757021285,-1.6993213234142e-12,-2.303389443522e-19,5.7470490829921,0.17912716033635,0.035111757055874,0.9655293602142,0.7639945054089,5.1104943453824
1.3e-05,351.78776751681,2.6008354985833e-11,1.4400206742073e-21,7.5685806379013,0.23621422794551,0.041122687158009,1.2370756464903,0.86042148292479,6.7636962509535
1.4e-05,397.10332853556,6.5796724392714e-11,-1.7578602569121e-18,9.7721542118864,0.30059842082863,0.04758647376699,1.566342304314,0.91699665522981,8.7866214525418
1.5e-05,445.40939997225,1.0478415021869e-10,1.9693726958758e-22,12.412376613094,0.37323991131727,0.054496737905816,1.9663866978245,0.95174971713189,11.228364547959
1.6e-05,494.66384438095,-2.6318834350489e-11,6.3119476727731e-20,15.532934763199,0.45860164454487,0.061846659978068,2.4452841174776,0.96690532683171,14.132206235618
1.7e-05,547.37195616113,-9.819816594968e-11,-1.4496883854819e-19,19.180062015482,0.55878467357772,0.069628986498028,3.0114941194798,0.97664544924852,17.532220192399
1.8e-05,602.76087361847,-2.6947226484846e-11,-1.1466615580494e-19,23.401121493641,0.67546811118831,0.077836037248993,3.6808566008756,0.98383804538528,21.470926463057
1.9e-05,660.05038602752,-1.7594593569492e-10,-2.9707264756724e-22,28.241969025537,0.80966326561028,0.086459712862719,4.4704210232188,0.9894194739394,25.994792096151
2e-05,719.5867326215,5.3048412973222e-11,5.9743212365272e-19,33.742284337268,0.96225306492949,0.095491502812526,5.3977372440248,0.99207907176662,31.142105436726
2.1e-05,780.3877075955,2.7547389348581e-11,1.7038750946129e-20,39.938567789338,1.134720441341,0.10492249381215,6.4818917035882,0.99431606177429,36.947711639334
2.2e-05,844.13346705844,-1.6410669365953e-10,-1.7035203417339e-20,46.867970112703,1.3288886000116,0.11474337861211,7.7459587862331,0.99765920597627,43.444744071782
2.3e-05,910.49315455634,-1.1616881703066e-11,4.6626622690321e-20,54.562014992179,1.5467719959566,0.12494446518477,9.2190285134701,0.99765920597627,50.659925600258
2.4e-05,978.67202676591,1.6192574540068e-10,4.079086902234e-22,63.052430172866,1.7904293189927,0.13551568628929,10.938965302453,0.99765920597627,58.62275843056
2.5e-05,1048.1405545737,3.4119769502304e-10,5.1838454530112e-23,72.361024582498,2.0620461615861,0.14644660940673,12.940189989033,0.99765920597627,67.35654651941
2.6e-05,1121.4665471187,1.5990824599883e-10,1.5285129056754e-18,82.507465272587,2.3635018514643,0.15772644703566,15.256156379686,0.99782023430462,76.875974122489
2.7e-05,1194.6248151796,3.6728917869137e-11,-1.0238652558097e-19,93.504203430789,2.6966542102435,0.16934406733817,17.93047890334,0.99802356790056,87.189019381093
2.8e-05,1269.5743645143,3.0721018855821e-11,3.4834285229108e-19,105.35927071631,3.0637610820881,0.18128800512566,21.011016803691,0.99822556681159,98.304958454123
2.9e-05,1346.287961991,-2.7586981861803e-10,-2.7032436699695e-20,118.07269576926,3.4653702663664,0.19354647317351,24.547623015712,0.99881893677697,110.22108787011
3e-05,1424.9563445501,-1.2373395571607e-10,2.3251720817687e-18,131.64075145926,3.9037039307258,0.20610737385376,28.585953868341,0.99881893677697,122.93380805084
3.1e-05,1503.3161494117,-2.247899592854e-10,-4.7290890020647e-21,146.05227097715,4.3784820076127,0.21895831107393,33.181421253003,0.99881893677697,136.43203145689
3.2e-05,1582.8645161254,8.3965570490626e-11,1.635264662066e-20,161.29131907766,4.8912130087635,0.2320866025105,38.384334772697,0.99881893677697,150.69974928477
3.3e-05,1662.8403912357,1.357313352915e-10,-5.8264736345096e-23,177.33449308136,5.445310733215,0.24547929212481,44.246420357183,0.99910720687645,165.71086864545
3.4e-05,1742.815535413,-1.3182180964842e-12,-4.1798767596103e-20,194.1463929606,6.0448691256559,0.25912316294914,50.823416159013,0.99922053083906,181.42979731459
3.5e-05,1823.7572375518,-2.8197243113929e-11,1.4400432520375e-20,211.68734501583,6.6938743935306,0.27300475013023,58.163077856808,0.99922053083906,197.81200106218
3.6e-05,1901.8637610692,1.0474849682492e-10,-1.4871640116453e-20,229.91113146441,7.3868013450812,0.28711035421746,66.317316763003,0.99922053083906,214.80856221088
3.7e-05,1979.31652446,-1.4701586592746e-10,1.3753428647343e-21,248.77138055759,8.1165577115569,0.30142605468261,75.330246056029,0.99922053083906,232.38209536223
3.8e-05,2057.1899865258,-2.6514259492126e-10,1.7002815428888e-20,268.21940842774,8.8762867095642,0.31593772365766,85.237763844973,0.99922053083906,250.49819889326
3.9e-05,2130.0853734673,-2.0211358317415e-10,2.2782711686328e-20,288.19696205114,9.6589994933363,0.33063103987735,96.071901230211,0.99922053083906,269.11478512425
4e-05,2201.4040011423,-6.6225259350281e-11,-1.6507696941281e-19,308.63592104404,10.459296273629,0.34549150281253,107.8605804282,0.99922053083906,288.17586571167
4.1e-05,2272.2549053688,4.1217138899712e-10,-1.5129811950191e-22,329.45942042873,11.271185911908,0.36050444698039,120.63973727519,0.99922053083906,307.61168630907
4.2e-05,2340.5530114954,4.0706623651567e-10,-4.7751183921738e-20,350.58383664959,12.089320795679,0.37565505641757,134.44109371773,0.99922053083906,327.34843808244
4.3e-05,2404.8645218095,5.8420117221358e-10,-4.6852026882886e-26,371.91275174052,12.907739889038,0.39092837930173,149.29301060232,0.99922053083906,347.30174259348
4.4e-05,2466.4370224057,5.0143511705035e-10,-9.1058788327965e-21,393.34404904988,13.716035038319,0.40630934270714,165.22832769241,0.99941152208359,367.37916470669
4.5e-05,2524.5791221948,4.3756954233591e-10,-8.5939735062947e-20,414.77658681911,14.502079328331,0.42178276747988,182.28258292402,0.99941152208359,387.49448470585
4.6e-05,2579.7121505174,-7.9984289043011e-10,-1.9550946921445e-22,436.11681772718,15.253460223957,0.43733338321785,200.48329361079,0.99941152208359,407.57098078982
4.7e-05,2630.83539172,-2.4252174973785e-11,7.7745264745866e-20,457.27281395065,15.960328487515,0.45294584334074,219.84703832494,0.99941152208359,427.53565504475
4.8e-05,2679.479014924,7.3148410372447e-10,7.6199633266934e-20,478.15954356587,16.611468209515,0.46860474023534,240.37462026131,0.99941152208359,447.32166416952
