time,Fx_left_arc,Fx_left_platen_right,Fy,external_work,fracture_energy,impactor_disp,kinetic_energy,max_d,strain_energy
0,0,0,0,0,0,0,0,0,0
1e-06,1.4651889788463,9.3297483516676e-14,-5.4259537602615e-14,8.8471901377783e-05,0,0.0002467198171342,8.4405182823457e-06,0,0.00025277255270416
2e-06,8.9254678874348,-1.2627637356501e-12,-4.0104875620283e-14,0.002445612412898,0,0.00098663578586422,0.00023683301735788,0,0.0061466038248902
3e-06,22.50296864456,-7.6029725892623e-13,-2.0760170908854e-13,0.012600291303068,0,0.00221901769846,0.001309793455894,0,0.02916761701599
4e-06,38.426692311299,4.9237164502161e-12,-3.7745765288649e-13,0.038538948799809,0,0.0039426493427611,0.0039905998031751,0,0.085784213587351
5e-06,59.256602255475,-2.8780455963159e-12,-1.2833560198234e-12,0.090533163347229,0,0.0061558297024311,0.0091920048347033,0,0.19698336805643
6e-06,82.825523943989,1.0268942342897e-11,3.2461358148359e-12,0.18095152485916,8.4189103763094e-07,0.0088563746356556,0.017957329610885,0,0.38789551872151
7e-06,110.12180466419,1.0081495272494e-11,-5.2089156098449e-12,0.32407450440904,2.9285807104927e-05,0.012041619030626,0.031454915696477,0.00038787875318918,0.68741796950687
8e-06,140.3698598722,1.5642284142945e-11,1.0719797342011e-11,0.53587521785799,0.00014830169300407,0.015708419435684,0.050995139832169,0.0054984791704555,1.1277374626359
9e-06,173.72663611651,-1.8760787517994e-11,-1.8268950399791e-11,0.83375858832265,0.00048348084207066,0.019853157161528,0.078056869144327,0.015392187006802,1.7437925670555
1e-05,209.9022532953,3.8667100089058e-11,1.8117967338631e-11,1.2361854071946,0.0011730341343918,0.024471741852423,0.11435558887003,0.030739489872859,2.5724076482887
1.1e-05,248.8704205849,-5.4838323202268e-11,6.0393224461925e-12,1.7621785282912,0.0025181299665559,0.029559615522887,0.16198208479946,0.049965763901695,3.6514669488977
1.2e-05,305.66571413016,-7.4218430395776e-12,3.6132984902743e-26,3.1783819051181,0.0048698808119041,0.035111757055874,0.89439440155218,0.07529953463769,5.0168104475879
1.3e-05,334.38661725707,3.4946036126332e-11,-3.6235934677214e-12,4.0072047963866,0.008660187429136,0.041122687158009,0.30271549454302,0.10694639270215,6.7070162769446
1.4e-05,380.69440337691,6.1325487019128e-11,-1.9929764072483e-11,5.0130309613654,0.014291654242026,0.04758647376699,0.40367087297869,0.14459029230377,8.7503716692793
1.5e-05,435.47787914826,1.0307587765089e-10,1.6443647797151e-25,7.5833629399991,0.022229182950566,0.054496737905816,2.1061013723178,0.18697134618493,11.174336738384
1.6e-05,489.6986189597,-1.7009211182603e-11,2.1204581132341e-26,10.54241861929,0.032800165503401,0.061846659978068,2.7608644073168,0.23380086269131,14.007029873475
1.7e-05,545.41741591238,-9.6509418222321e-11,-6.5002138590211e-26,13.921399188677,0.04633263313449,0.069628986498028,3.5821409525592,0.28431742006776,17.267542247558
1.8e-05,602.34158947936,-3.2260205105949e-11,-3.1713470567333e-25,17.747484036564,0.063241134469407,0.077836037248993,4.602105894006,0.33748396689952,20.971567918241
1.9e-05,640.27665482626,-1.7743134327458e-10,-5.3146037526673e-11,19.825251490306,0.074651731329166,0.086459712862719,1.4640871641286,0.39289077509935,25.136574047554
2e-05,705.30629377355,3.3880709649785e-11,1.5538919002171e-24,24.757617650515,0.059708398481538,0.095491502812526,7.3449190293626,0.42582607503385,29.785931937766
2.1e-05,770.99378124279,3.5636691949387e-11,1.8554008490798e-26,30.175849067673,0.053222768649441,0.10492249381215,9.2153247580916,0.37934523156574,35.028883474615
2.2e-05,834.51490771181,-1.5402618901775e-10,6.6564714271273e-25,36.093447351234,0.050182924230711,0.11474337861211,11.454579915516,0.3500970780098,40.775659589549
2.3e-05,898.42359591247,-2.5143037411753e-11,7.7144285643373e-26,42.520692973419,0.047273476338086,0.12494446518477,14.083867636106,0.33858448666103,47.039830813719
2.4e-05,961.27924437354,1.5486495547163e-10,7.0358819681024e-25,49.476249656096,0.04434461626519,0.13551568628929,17.12446664603,0.32085508924156,53.839881457724
2.5e-05,1023.9993997426,3.3159982835329e-10,2.9585439389409e-26,56.984539088412,0.042534532748094,0.14644660940673,20.593311081268,0.29853086249346,61.199119862888
2.6e-05,1068.5202866098,1.751934984131e-10,7.1794672746271e-24,65.206215794586,0.033768757942425,0.15772644703566,24.436258141537,0.27321213987118,69.133432108801
2.7e-05,1135.7121914508,3.9845789192154e-11,-6.2216260526205e-24,74.01165574513,0.022889475609058,0.16934406733817,28.820981612973,0.22567629847888,77.766505324213
2.8e-05,1199.2929139929,3.008258785242e-11,6.1796207871393e-26,83.436057061211,0.019020638121103,0.18128800512566,33.68777940491,0.17252833241287,87.080753664205
2.9e-05,1259.4951760268,-2.5521761939768e-10,-1.4464149661349e-23,93.501984818219,0.020143623169701,0.19354647317351,39.016124341816,0.14534357575423,97.001987559547
