time,Fx_left_arc,Fx_left_platen_right,Fy,external_work,fracture_energy,impactor_disp,kinetic_energy,max_d,strain_energy
0,0,0,0,0,0,0,0,0,0
1e-06,2.0340374228437,9.3297483516675e-14,-5.4259537602615e-14,0.00011503571545984,0,0.0002467198171342,1.3790137424378e-05,0,0.00032866374613403
2e-06,12.068408686582,-1.2627637356501e-12,-4.0104875620283e-14,0.0030884895246465,0,0.00098663578586422,0.00038049313097623,0,0.0077542962829468
3e-06,29.185297943179,-7.6029725892623e-13,-2.0760170908854e-13,0.015415512994385,0,0.00221901769846,0.0020373099006429,0,0.035692822472138
4e-06,47.89676407556,4.923716450216e-12,-3.7745765288648e-13,0.04633784142084,0,0.0039426493427611,0.0060013650239905,0,0.10317110923849
5e-06,72.716249261267,-2.8780455963159e-12,-1.2833560198233e-12,0.10760881245606,6.5738381159252e-08,0.0061558297024311,0.013470008016581,0,0.23417583516655
6e-06,100.17039039075,1.0268942342897e-11,3.2461358148359e-12,0.21328650806664,1.5786395745087e-06,0.0088563746356556,0.02580453250357,0.00023446162727469,0.45724282110376
7e-06,131.66820524113,1.0081495272494e-11,-5.2089156098448e-12,0.37956487738578,5.8733269174663e-06,0.012041619030626,0.044469113025173,0.0026658784583738,0.80510352443943
8e-06,166.25778118699,1.5642284142945e-11,1.0719797342011e-11,0.62459703126831,1.3632210717703e-05,0.015708419435684,0.071043170807939,0.00732790318683,1.3143148709128
9e-06,204.37394297446,-1.8760787517994e-11,-1.8268950399791e-11,0.96832111311806,2.8023219548555e-05,0.019853157161528,0.10720805748454,0.01405916137788,2.0249080984396
1e-05,245.84255435492,3.8667100089058e-11,1.8117967338632e-11,1.4322789299174,5.5053856759738e-05,0.024471741852423,0.15473385200953,0.023464979075275,2.9799686589672
1.1e-05,290.58249975995,-5.4838323202268e-11,6.0393224461917e-12,2.0394161856786,9.4144001080718e-05,0.029559615522887,0.21547251550017,0.036465917569216,4.2251244897635
1.2e-05,338.20091845619,1.137052403447e-12,-7.8511191800503e-12,2.8138869913868,0.00014807687773988,0.035111757055874,0.29136285464729,0.05280247957079,5.808303765042
1.3e-05,388.45993592011,3.4946036126332e-11,-3.6235934677216e-12,3.7808077901026,0.00022869843686357,0.041122687158009,0.38443707421942,0.072635021724245,7.7790290542167
1.4e-05,445.37898086968,6.312405700433e-11,-1.9387045606712e-26,6.3395257409579,0.00033530920337336,0.04758647376699,1.95893202617,0.096532922499451,10.184622420092
1.5e-05,506.19138890207,1.0307587765089e-10,2.3577474735246e-26,9.368538131552,0.00047435593646982,0.054496737905816,2.5025830127844,0.12420034551893,13.080674624395
1.6e-05,569.11058589267,-1.7009211182603e-11,3.9844417689627e-25,12.930415157342,0.00065677831607989,0.061846659978068,3.1441832081386,0.15587554906757,16.514197312693
1.7e-05,634.00958197305,-9.6509418222321e-11,1.3268009337093e-25,17.087148168529,0.00088796509942206,0.069628986498028,3.8936647251281,0.19101292815108,20.532099425277
1.8e-05,677.40438854432,-1.6606983443192e-11,-2.4157289784717e-11,19.405305400388,0.00086024136654212,0.077836037248993,1.1924910575776,0.23012589196731,25.190515449336
1.9e-05,756.38766241114,-1.6424169559459e-10,1.9689968194316e-26,25.083492163234,0.00084708020103032,0.086459712862719,5.7581811459605,0.22073935349969,30.590359872653
2e-05,834.1343272692,3.3880709649786e-11,2.0528054020023e-25,31.495394728722,0.00087061553109878,0.095491502812526,6.9977845922248,0.21341201611255,36.771009660957
2.1e-05,913.18408081377,3.5636691949387e-11,2.2658609552844e-25,38.695271941585,0.00095196850654819,0.10492249381215,8.4436559025435,0.20501615591941,43.759372122994
2.2e-05,993.77246510009,-1.5402618901775e-10,-3.8849821860324e-26,46.731659960415,0.0010765153856458,0.11474337861211,10.115468779766,0.19891246054348,51.583008141934
2.3e-05,1052.9124392138,-2.5143037411753e-11,3.1483754271733e-25,55.801933633394,0.0014913842595767,0.12494446518477,11.971137690866,0.18708416169511,60.277782260315
2.4e-05,1148.6239640944,1.5486495547163e-10,4.0167535116406e-25,65.75443100253,0.0034611278649738,0.13551568628929,14.227609424705,0.17048261678379,69.87695743421
2.5e-05,1244.6123121114,3.3159982835329e-10,-6.5885662804059e-26,76.634321759602,0.0091501746494725,0.14644660940673,16.889026961637,0.13471492292396,80.455774126916
2.6e-05,1331.8038009349,1.751934984131e-10,-3.3321484636536e-26,88.431123282228,0.020843600445815,0.15772644703566,19.993817433782,0.10725814651339,91.673853258052
2.7e-05,1408.8181494124,3.9845789192155e-11,-4.0389678347316e-28,101.08630267839,0.04053764036501,0.16934406733817,23.530678004942,0.083533105203236,103.2164877189
2.8e-05,1447.8662163971,3.0082587852419e-11,2.362796183318e-26,114.60991692357,0.068076174864087,0.18128800512566,27.382825024785,0.12179714526486,114.69586540825
2.9e-05,1493.8931439143,-2.5521761939768e-10,-3.3998011748853e-25,128.79402898454,0.10405022564895,0.19354647317351,31.654955733156,0.16557715878576,126.11391852514
3e-05,1504.2962485025,-1.4076041318446e-10,-1.2359241574279e-25,143.81622872598,0.15298429675078,0.20610737385376,36.094108920859,0.20912631125445,137.63105398387
3.1e-05,1574.6953009809,-2.1237740666877e-10,8.0779356694632e-28,159.12011946723,0.2206874328826,0.21895831107393,41.118110274017,0.25306481527165,148.86924356011
3.2e-05,1602.8080546685,5.9244350903986e-11,5.5535807727559e-27,174.8026281237,0.31073428596569,0.2320866025105,46.37954579543,0.29707375185332,159.44792856551
