time,Fx_left_arc,Fx_left_platen_right,Fy,external_work,fracture_energy,impactor_disp,kinetic_energy,max_d,strain_energy
0,0,0,0,0,0,0,0,0,0
1e-06,2.034024156069,9.3297483516676e-14,-5.4259537602615e-14,0.00011503489369387,0,0.0002467198171342,1.379006807657e-05,0,0.00032866139824622
2e-06,12.06832699668,-1.2627637356501e-12,-4.0104875620283e-14,0.0030884664626893,0,0.00098663578586422,0.00038049117568693,0,0.0077542382889159
3e-06,29.185088248728,-7.6029725892623e-13,-2.0760170908854e-13,0.015415392274995,0,0.00221901769846,0.0020372989200188,0,0.035692543060452
4e-06,47.896399391932,4.923716450216e-12,-3.7745765288648e-13,0.046337469350282,0,0.0039426493427611,0.0060013308087224,0,0.10317028116435
5e-06,72.715683407978,-2.8780455963159e-12,-1.2833560198233e-12,0.1076079343937,0,0.0061558297024311,0.013469927674068,0,0.23417392482633
6e-06,100.16922763121,1.0268942342897e-11,3.2461358148359e-12,0.21328463640183,0,0.0088563746356556,0.025804334591581,0.00042312830284767,0.45723848308386
7e-06,131.6567348039,1.0081495272494e-11,-5.2089156098448e-12,0.3795574285838,0,0.012041619030626,0.044467307781793,0.0051088701180708,0.80507317396498
8e-06,166.22251926894,1.5642284142945e-11,1.0719797342011e-11,0.62456709922342,0,0.015708419435684,0.071033740244971,0.014038557842599,1.3141752074924
9e-06,204.2966893922,-1.8760787517994e-11,-1.8268950399791e-11,0.96822796942389,0,0.019853157161528,0.10717659752502,0.026892772872147,2.0244723831946
1e-05,245.69212495734,3.8667100089058e-11,1.8117967338631e-11,1.4320344348698,0,0.024471741852423,0.15465035933851,0.044780183531194,2.9788294794905
1.1e-05,290.31093881152,-5.4838323202268e-11,6.0393224461916e-12,2.0388481116559,0,0.029559615522887,0.21528025475437,0.068973010321256,4.2224900113161
1.2e-05,337.75525449884,1.1370524034471e-12,-7.8511191800504e-12,2.8127036912066,0,0.035111757055874,0.29096892143036,0.098946037615626,5.802904538689
1.3e-05,387.76641819959,3.4946036126332e-11,-3.6235934677217e-12,3.7785218258396,0,0.041122687158009,0.38369183914092,0.13469402194376,7.7686671933698
1.4e-05,445.66326006588,6.312405700433e-11,-1.1359597035183e-25,6.3266398630207,0,0.04758647376699,1.9561088988891,0.17623668360375,10.166442312286
1.5e-05,505.96859097406,1.0307587765089e-10,2.3173577951772e-26,9.3444324999986,0,0.054496737905816,2.4964490296158,0.22299544481627,13.049499830577
1.6e-05,567.96575975448,-1.7009211182603e-11,1.3722393218501e-25,12.893804561111,0,0.061846659978068,3.1321745413991,0.27451699092869,16.461521301302
1.7e-05,631.80276689064,-9.6509418222321e-11,4.8088960782273e-26,17.035895402073,0,0.069628986498028,3.8726636400359,0.32929393733818,20.44991563212
1.8e-05,672.87237924629,-1.6606983443192e-11,-2.4157289784717e-11,19.345305758821,0,0.077836037248993,1.1842079481495,0.38740926343477,25.070365998201
1.9e-05,755.18174448967,-1.6424169559459e-10,-9.0371905302119e-27,24.978515119932,0,0.086459712862719,5.7199877410831,0.36561620804863,30.464464160724
2e-05,831.31185976724,3.3880709649786e-11,-5.7454317449057e-26,31.348231075596,0,0.095491502812526,6.9454338396568,0.34943804243321,36.620808492981
2.1e-05,909.41652872665,3.5636691949387e-11,5.4526065768876e-27,38.503097698701,0,0.10492249381215,8.3712613229153,0.34874089048483,43.56495909832
2.2e-05,989.00447912534,-1.5402618901775e-10,-4.582209008503e-25,46.492277569538,0,0.11474337861211,10.017145847991,0.33975738437703,51.334251868683
2.3e-05,1051.8362437889,-2.5143037411753e-11,1.700405458422e-25,55.490333418517,0,0.12494446518477,11.857095257547,0.32014648824802,59.973230249227
2.4e-05,1148.1967963503,1.5486495547163e-10,3.1019272970739e-25,65.396352834124,0,0.13551568628929,14.109274537165,0.28187162411351,69.664350814016
2.5e-05,1243.3599032192,3.3159982835329e-10,-3.6098275022914e-26,76.264137837553,0,0.14644660940673,16.761148253345,0.23634459240473,80.415758926736
2.6e-05,1338.0773062219,1.751934984131e-10,-2.4233807008389e-27,88.124762925779,0,0.15772644703566,19.842593632744,0.19579022228189,92.156081419295
2.7e-05,1433.7241357621,3.9845789192155e-11,-5.2506581851511e-27,100.99909271195,0,0.16934406733817,23.381501735129,0.15880547252048,104.8964939043
2.8e-05,1517.6194142462,3.0082587852419e-11,6.5027382139178e-26,114.99502613138,0,0.18128800512566,27.378125953089,0.12514052497311,118.65419441664
2.9e-05,1631.0506404624,-2.5521761939768e-10,-2.8272774843121e-27,129.94969757553,0,0.19354647317351,32.120571388254,0.10556895685242,133.29928066756
3e-05,1715.4366987457,-1.4076041318446e-10,1.2116903504195e-26,145.85214416834,0,0.20610737385376,37.436376755354,0.090956770431667,148.27541514905
3.1e-05,1802.8538478184,-2.1237740666877e-10,5.0487097934145e-28,162.55286845992,0,0.21895831107393,43.523504654915,0.088651675661459,163.30226866315
3.2e-05,1827.8032270667,5.9244350903986e-11,4.8164691429174e-26,180.24983946997,0,0.2320866025105,50.151781089425,0.14240784292747,177.64897798466
3.3e-05,1869.4354351841,1.4052069079996e-10,2.7182253527744e-25,198.29735231843,0,0.24547929212481,57.697925781171,0.20446503037783,190.84975643874
3.4e-05,1872.8227407732,6.2219670121364e-12,-1.1955344790805e-25,216.65117429352,0,0.25912316294914,65.625695466447,0.26910418731377,203.01454510518
3.5e-05,1884.6200007046,-2.891870311337e-11,-2.7464981276175e-26,235.09176438962,0,0.27300475013023,73.769525443307,0.33281458561547,214.35993418896
