time,DJ1,DJ2,DJint,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y,preset_ext_power,preset_ext_work_p
18.875,0.0023498826313495,-0.002321733672991,2.8148958358479e-05,-0.0038799132453676,0.15997584889971,246.10901170738,0.0098842316935718,0.1578573818574,0.49748978605483,0.70608570926486,0.0030417151407187,0,0
19.125,0.002321505016053,-0.0021765466547723,0.00014495836128065,-0.0039071768705006,0.16331143024619,247.74499657009,0.010146945456797,0.16026352380974,0.49749004262056,0.70041157367848,0.003037607695002,0,0
19.375,0.0022405712256838,-0.0019649310915165,0.00027564013416733,-0.0038082325504007,0.16670946953173,247.59336031363,0.010320159845874,0.16197214090028,0.49749030330036,0.6953046699893,0.003030730389463,0,0
19.625,0.0020630298882443,-0.0021479214694789,-8.4891581234632e-05,-0.0035695808251287,0.17018229603831,245.40493611985,0.010377575468189,0.16292307075019,0.49749058330425,0.69086864383666,0.0030268229307986,0,0
19.875,0.0018243850883146,-0.0022531892561347,-0.00042880416782012,-0.0032352064023316,0.17370011376566,242.53485908794,0.010316919858065,0.16306990996794,0.49749088595497,0.68731188816615,0.0030274944909716,0,0
20.125,0.0016004165992366,-0.002680336347422,-0.0010799197481855,-0.0028821040132768,0.17727057567164,240.60855700882,0.010141116019104,0.16239356940144,0.49749119623966,0.68451217939779,0.0030357908224844,0,0
20.375,0.0014448575194718,-0.0031223788665794,-0.0016775213471076,-0.0025782892909609,0.18084869931386,240.19159087475,0.0098333026874226,0.16081386808264,0.49749148592323,0.68252621018623,0.0030488127698306,0,0
20.625,0.0013778726582223,-0.0034614982126645,-0.0020836255544422,-0.0023618377335054,0.18448706480909,240.51532180916,0.009412281843954,0.15858275347472,0.49749172747462,0.68127886955755,0.0030616464990435,0,0
20.875,0.0013676525271081,-0.0034763963411702,-0.0021087438140621,-0.0022377440137047,0.18812793267425,240.35488534388,0.0089372364850672,0.15527486729084,0.49749190761196,0.68083875864951,0.0030779059222568,0,0
21.125,0.0013469112560034,-0.0039004997250509,-0.0025535884690475,-0.0021784881548193,0.1918325225023,239.16850039057,0.0084409739385807,0.15168796455573,0.49749203185301,0.68061451167889,0.0030972395190244,0,0
21.375,0.001281540905832,-0.0038065064213225,-0.0025249655154905,-0.0021341587299552,0.19555268198626,237.45144132864,0.0079355073635851,0.1476151277961,0.49749211864154,0.68049225972813,0.0031164973618294,0,0
21.5,0.0013246141457212,0.0011764732727132,0.0025010874184344,-0.0021049003494503,0.19745575599785,236.41378872031,0.0076855210846114,0.14573432342576,0.49749215397227,0.68025187407729,0.0031233917094104,0,0
21.75,0.0011101439493998,-0.0042236390818399,-0.0031134951324401,-0.0019895551469816,0.20122540082494,235.68025679833,0.0071911650123135,0.14193255857759,0.4974922220538,0.6799856035065,0.0031417008096278,0,0
22,0.000954870443689,-0.004705026344105,-0.003750155900416,-0.0017916184406867,0.20501481327414,235.23969976704,0.0066735209988029,0.13789615867592,0.49749229165397,0.67958399755469,0.0031567288322783,0,0
22.25,0.00078357872460926,-0.0056487521223898,-0.0048651733977805,-0.0015163473042136,0.20884506653478,234.72969544193,0.006101231110848,0.13375994134873,0.49749236203945,0.67972914379499,0.0031741478295747,0,0
22.5,0.00061941614374977,-0.0067426973060102,-0.0061232811622605,-0.0012035401143547,0.21269072780782,233.77315074166,0.0054824666518495,0.12889067881727,0.4974924266245,0.68036626840961,0.0031916310307943,0,0
22.75,0.00047369745884417,-0.0079161144676611,-0.007442417008817,-0.00091321877482726,0.2166332310524,232.58195722833,0.0048425976081195,0.12388193979389,0.49749247873483,0.68122356102956,0.003208394430763,0,0
23,0.00035325675076129,-0.0085026215894234,-0.0081493648386621,-0.00069319450037875,0.22059546085949,231.6691460203,0.0041974865020423,0.11832223588035,0.49749251715681,0.68223811427315,0.0032221298234979,0,0
23.25,0.00025986086504596,-0.009156891241888,-0.0088970303768421,-0.00055604781281723,0.22461275835136,231.3981063957,0.0035529192103147,0.11325521054535,0.4974925469946,0.68267348455801,0.0032359801742075,0,0
23.5,0.00018494028336054,-0.0096834097804317,-0.0094984694970711,-0.00048180865356918,0.22865679043207,231.85703500051,0.0029088032885017,0.10826559442134,0.49749257522288,0.68299037523171,0.0032485275919656,0,0
23.75,0.00012668860704531,-0.0099287510476612,-0.0098020624406159,-0.00043297143009737,0.23272514498416,233.00255487117,0.0022752968507141,0.10353149309858,0.49749260550635,0.68276130755239,0.0032614288780815,0,0
24,9.498245258254e-05,-0.010179144741714,-0.010084162289131,-0.000375692179231,0.23686078036193,234.69408087763,0.0016924918010353,0.099250561589092,0.49749263740326,0.68225853207518,0.0032730004931708,0,0
24.25,8.5334348926002e-05,-0.010630612399542,-0.010545278050616,-0.00030428352570847,0.24100079952527,236.52797895412,0.0012062986371615,0.095111719817438,0.49749266975708,0.6813035370065,0.0032849734758264,0,0
24.375,0.00016811640108008,-0.0043106108452625,-0.0041424944441824,-0.00027012452365347,0.24314411475851,237.56679394798,0.0010041997356154,0.093666333231374,0.49749268618932,0.68054442985868,0.0032906022208458,0,0
24.625,6.6520006501191e-05,-0.010745216196258,-0.010678696189757,-0.00021567781320067,0.24737802859243,238.02251271264,0.00066732732232821,0.090027308494506,0.49749272143175,0.67852401755443,0.0032973890151024,0,0
24.875,5.2171659461607e-05,-0.010934751050325,-0.010882579390863,-0.00018839641907148,0.2517019955992,237.32970078554,0.00041102598743302,0.087610510157085,0.49749276072565,0.67570775902161,0.0033054081913223,0,0
25.125,6.1528828794092e-05,-0.010114923686117,-0.010053394857323,-0.00018611138280194,0.25607544030199,235.37189460531,0.00024374613834366,0.085630155070414,0.4974928036154,0.6721601098411,0.003309238824855,0,0
25.375,0.00019318648857787,-0.010102114730325,-0.0099089282417476,-0.00019990265316752,0.26057953710143,232.41594285553,0.00026605293134558,0.084926968727291,0.49749285130516,0.66745513618047,0.003311743048072,0,0
25.625,0.00045809255937528,-0.009656519283716,-0.0091984267243407,-0.00021745934159035,0.26523146401681,228.2241307984,0.00049458025699625,0.084613218525389,0.49764914707661,0.66197506398711,0.003311519579225,0,0
25.875,0.00070941552486044,-0.0088191044278202,-0.0081096889029598,-0.0002321612014582,0.26999757849472,222.73349315486,0.00079505794986648,0.085313091856901,0.49764922751204,0.65558195700669,0.0033093690183111,0,0
26.125,0.0010307758305836,-0.0080391916779728,-0.0070084158473892,-0.00024096276738503,0.27489763060118,215.63356729064,0.0012640923585056,0.086339455638956,0.49764934533444,0.64869841993756,0.0033044042128454,0,0
26.375,0.0013718564639745,-0.0073255599944665,-0.005953703530492,-0.00023971405885697,0.27990514504821,207.02805844663,0.0018293708572814,0.087734895696882,0.49764949994132,0.64133691152973,0.0033000986986874,0,0
26.625,0.0017073978545482,-0.0067362046088694,-0.0050288067543211,-0.00023020377881216,0.28494318813083,197.3401601738,0.0024161623783259,0.089465903681971,0.49764969794449,0.63345042880547,0.0032893537120992,0,0
