time,DJ,DJ1,DJ2,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y,preset_ext_power,preset_ext_work_p
2.75,0.0031019788878397,-6.8182760984197e-05,0.0031701616488239,4.5235517405081e-16,0.00481676007149,416.65391521173,0.0053771623078396,0.21536106110023,0.49517683293054,0.78951254936883,0.0025,0,0
3,0.0030995049801915,-0.00014913651239295,0.0032486414925845,-7.9958124594984e-14,0.0060413567580628,416.65469683039,0.0058718220425128,0.23803128422618,0.49517683292793,0.76534697199801,0.0025,0,0
3.25,0.0030744165203721,-0.00023422103483112,0.0033086375552032,-7.5309405828643e-13,0.0073446782828068,416.65609819367,0.006365803910271,0.2608516850789,0.49517683291734,0.74093605957617,0.0025,0,0
3.5,0.0030241584339965,-0.00031690038375247,0.0033410588177489,-1.1934871346127e-12,0.0087085645866052,416.64859705987,0.0068595072593231,0.28384869247363,0.49517683288289,0.71629501888158,0.0025,0,0
3.75,0.0029464363953917,-0.00038942189695288,0.0033358582923446,2.0197556154697e-11,0.010121324136234,416.56478194443,0.0073540665407211,0.30701053602838,0.49517683279763,0.69145537129875,0.0025,0,0
4,0.0028534449200426,-0.0004530179541129,0.0033064628741555,8.078688122059e-11,0.011575819989829,416.1074390771,0.0078490162018025,0.33031928289618,0.49517683266534,0.66643579516474,0.0025,0,0
4.25,0.0027542980923892,-0.00051569724675765,0.0032699953391469,-1.9427120952814e-09,0.013065343403979,414.30547753112,0.0083439579104476,0.35379173971954,0.49517683271896,0.64119245064216,0.0025,0,0
4.5,0.002641548020611,-0.00058722236409515,0.0032287703847062,-4.2634599930938e-08,0.014580599803741,408.69326694481,0.0088382719115897,0.37746995272521,0.49517683400619,0.61571148281897,0.0025,0,0
4.75,0.0025043561231131,-0.00067449373539326,0.0031788498585063,-4.8676426874314e-07,0.016114570522206,394.37921209814,0.009327990945227,0.40130762212415,0.49517683965499,0.59011587237732,0.0025,0,0
5,0.0023334104142267,-0.00078542971766099,0.0031188401318876,-3.6990211053346e-06,0.017666446249272,364.02055566198,0.009791453499926,0.42493605475625,0.49517685686225,0.56514887458352,0.0025,0,0
5.25,0.0021049441595255,-0.00094716488539074,0.0030521090449163,-1.9951649969093e-05,0.019240064202632,310.25118224186,0.0101538642264,0.44645132304127,0.49517689880442,0.54406869276202,0.0025,0,0
5.5,0.0017751783619865,-0.0012131461433377,0.0029883245053242,-7.9312783522438e-05,0.020838956531221,231.12472720944,0.01024887904608,0.46071856813816,0.49517698442654,0.53378393759344,0.0025967231448607,0,0
5.75,0.0013356802305644,-0.001592714830954,0.0029283950615184,-0.00023933252502439,0.022465740976614,136.01238001272,0.0098954516928227,0.46082395001608,0.49517713367713,0.54040999673329,0.0027175733034367,0,0
6,0.00090765441263835,-0.0019497212157415,0.0028573756283799,-0.00056358586521434,0.024121916985767,46.265045140346,0.009144841250639,0.44566001093144,0.49517735800265,0.55934438872145,0.0028409482692647,0,0
6.25,0.00065288333911921,-0.0021050196923458,0.002757903031465,-0.0010680536166982,0.025809055076331,-13.678957381883,0.0083464064821712,0.42534099736321,0.49517765075112,0.57623819218575,0.0029630526011097,0,0
6.5,0.00052557750090151,-0.0020985226237782,0.0026241001246797,-0.0016917889941017,0.027531631063284,-31.316965422351,0.0077454146476211,0.41048988059423,0.49517798556742,0.5858029263384,0.0030804776907949,0,0
6.75,0.00038299785176949,-0.0021148508227412,0.0024978486745107,-0.002344586716948,0.029290825447482,-15.628834786459,0.0072366139513373,0.39894124184437,0.49517832738957,0.59620526250296,0.003190432163457,0,0
7,0.00022271843457072,-0.0021703364406015,0.0023930548751723,-0.002985851914274,0.031086765503111,8.8904232739649,0.0067289977384329,0.38486518838122,0.49517865045485,0.60955752975434,0.0033029314517046,0,0
7.25,7.7961762748238e-05,-0.0021996396177096,0.0022776013804579,-0.0036462853087434,0.032921196230847,20.401410022354,0.0062816780371743,0.37019439073365,0.49517895006083,0.62145730834435,0.0034146919475343,0,0
7.5,-0.00010353916747342,-0.0022177958519054,0.0021142566844319,-0.0043765671552005,0.03479876304997,14.241249176256,0.0058663866978631,0.35631143915234,0.4951792393409,0.63355240144594,0.0035277318177347,0,0
7.75,-0.00031878135299349,-0.0022257184849894,0.001906937131996,-0.0051821515894509,0.036723508684058,1.0895271853267,0.0054371206262476,0.34142732116055,0.49517953579663,0.64686558286226,0.0036424664951662,0,0
8,-0.00050473473955027,-0.0022232044856684,0.0017184697461181,-0.0060018974382546,0.038697369620494,-7.1566785115542,0.0050083039274562,0.32598536405135,0.49517985006871,0.66017082957462,0.0037583863956769,0,0
8.25,-0.00064955995131076,-0.0022159583899926,0.0015663984386819,-0.0067233624105424,0.040725870155866,-8.1815766821717,0.0045878804326192,0.31013435074546,0.49518018351296,0.67420230195377,0.0038755449964758,0,0
8.5,-0.00077635341615119,-0.0021835354944677,0.0014071820783165,-0.0072222942589612,0.042815169287811,-7.4935917402296,0.0041895432950984,0.29348029687203,0.49518053112746,0.68888804433759,0.0039948066078534,0,0
8.75,-0.00094225425832303,-0.0021295534124976,0.0011872991541745,-0.0074267928684927,0.044967641070986,-9.8648648004792,0.0038099332989363,0.27616692306339,0.4951808849639,0.70418783611875,0.0041139438616369,0,0
9,-0.0011322482534832,-0.002070794169894,0.00093854591641087,-0.0073503995125475,0.047183449105972,-14.967485483878,0.0034263198049275,0.25810133832787,0.49518123785029,0.72020132232691,0.0042334045970944,0,0
9.25,-0.0013365010305549,-0.0020270278640552,0.00069052683350029,-0.0070781038322901,0.049468567617795,-20.068362177125,0.0030173227510982,0.23933703026057,0.4951815871343,0.73678713653696,0.0043524583627725,0,0
9.5,-0.0015257165340129,-0.0020190691437964,0.00049335260978347,-0.0067229670823819,0.051824791869545,-24.008606494874,0.0025708360053456,0.21993651768856,0.49518193414793,0.75393006244987,0.0044705995035641,0,0
9.75,-0.0016867757606816,-0.0020520778653287,0.00036530210464705,-0.0063617897739628,0.054248697963059,-27.585830530285,0.0020919198312896,0.19991999676411,0.49518227804723,0.77158424260741,0.0045862215561102,0,0
10,-0.0018702507992328,-0.0021067923509469,0.00023654155171412,-0.0060246012966949,0.056747288904291,-31.564144149158,0.0015997409380717,0.17940535556673,0.49518261164104,0.78950571557511,0.0046956583540105,0,0
10.25,-0.0020991801751298,-0.0021473135084816,4.8133333351748e-05,-0.0057240818522632,0.059307740155278,-35.745850057792,0.0011299389782501,0.15903637496112,0.49518292684266,0.80660178093335,0.0047925892396744,0,0
10.5,-0.0023111966738597,-0.0021412536170601,-0.0001699430567996,-0.0054482058198948,0.061922910009551,-39.725771931836,0.00074575000227669,0.14073838640402,0.49518322454457,0.82009606083953,0.004867719239361,0,0
10.75,-0.0024012476652609,-0.002062856736036,-0.00033839092922483,-0.005171139322269,0.064576322265009,-43.578611285537,0.00055720125486874,0.12824007670825,0.49518351559072,0.82534291983887,0.0049097885900075,0,0
11,-0.0024845321593161,-0.0019026139038368,-0.00058191825547936,-0.0048906659497391,0.067253023839327,-47.5823494637,0.00069727190253078,0.12624679947414,0.49518380976229,0.81795026503194,0.0049120475317835,0,0
11.25,-0.0026432128994316,-0.0016938452204358,-0.00094936767899582,-0.00462258868472,0.069924066695416,-51.746689973175,0.0012154963690195,0.13679492987522,0.4951841055467,0.79870056959801,0.0048680506844343,0,0
11.5,-0.0030383066025737,-0.0015108368449617,-0.0015274697576121,-0.0043849550892588,0.072569241298407,-55.890705527319,0.0019760081324396,0.15530384907127,0.49518439303692,0.77585021438509,0.0047792657454952,0,0
11.75,-0.003597806512195,-0.0014007475585797,-0.0021970589536153,-0.0041935308848492,0.075170162262452,-59.981753700193,0.002726595976398,0.17258813126805,0.49518466609812,0.75860870801967,0.0046576177371445,0,0
12,-0.0041557724122958,-0.0013172062952648,-0.0028385661170311,-0.0040464126504325,0.077722536261312,-64.164519481292,0.0033333614383378,0.18362194036359,0.49518492940512,0.74732554613504,0.0045239783427945,0,0
12.25,-0.0046686334673239,-0.0011843944565079,-0.003484239010816,-0.0039301378792178,0.080217771629844,-68.501060464572,0.0038835388674397,0.19229520094962,0.49518519335523,0.73482578696318,0.0044168020330115,0,0
12.5,-0.0051808055324744,-0.0010203148295581,-0.0041604907029163,-0.0038391143676292,0.082665638181663,-72.840680831728,0.0044878192226832,0.20410724107938,0.49518546393538,0.71824217035911,0.0043051932509463,0,0
12.75,-0.0055708052804568,-0.00089668544757518,-0.0046741198328817,-0.0037711696310609,0.085073315351493,-76.982505750058,0.0051086354501257,0.21809328155059,0.49518573844912,0.70163906092977,0.0042105638565349,0,0
13,-0.0058396604135413,-0.00080590466299641,-0.0050337557505449,-0.0037209666205154,0.087468974906321,-80.895835410409,0.005684870757649,0.23121263347397,0.49518600987352,0.68624321558889,0.0041297919218265,0,0
13.25,-0.0059586056943618,-0.00069728465799425,-0.0052613210363675,-0.0036860670827882,0.089869607124117,-84.739904584457,0.0062451386875106,0.24462251081909,0.4951862738596,0.66912675198438,0.0040392895655701,0,0
13.5,-0.0059884735031201,-0.00058584613919636,-0.0054026273639237,-0.0036706244590408,0.092298097248836,-88.689057104359,0.0067960439838803,0.26001145269053,0.495186531583,0.65011605733798,0.0039350131279138,0,0
13.75,-0.0060508001476157,-0.0005025525392756,-0.0055482476083401,-0.0036815626347975,0.094758871022905,-92.74809102264,0.0072878297056077,0.27650575874202,0.49518678710351,0.63047928310374,0.0038243807207673,0,0
14,-0.0060926422573366,-0.00043062100362539,-0.0056620212537112,-0.0037217938734614,0.097255530870334,-96.678911163457,0.0077125373052351,0.29401509082011,0.49518704293549,0.60926984906384,0.0037168590676406,0,0
14.25,-0.0062169648128006,-0.0003493306016636,-0.005867634211137,-0.0037880812837111,0.099788013110317,-99.990031527222,0.008099763911828,0.31330233414324,0.49518729804838,0.58620546462714,0.0036160598677665,0,0
14.5,-0.0064011887909546,-0.00025045353903579,-0.0061507352519188,-0.0038749460114004,0.10235242064305,-101.85821973437,0.0084825715620658,0.33392130817427,0.49518754932129,0.56219069614576,0.0035233669359715,0,0
14.75,-0.0066130651440355,-0.00013402424603367,-0.0064790408980018,-0.0039774988442529,0.1049482243313,-100.92185143133,0.0088897741268475,0.35545557404139,0.49518779419957,0.53715484874913,0.0034310373054354,0,0
15,-0.0067894319308049,-1.018510147126e-05,-0.0067792468293336,-0.0040923777331943,0.10758813352938,-95.041093039917,0.0093090834482783,0.37792908986879,0.49518803183321,0.5112541398889,0.0033390252231586,0,0
15.25,-0.0068715079157364,0.0001271402615224,-0.0069986481772588,-0.0042216150978456,0.11028626180669,-81.250074495298,0.0097091426827446,0.40088657932401,0.49518826205165,0.48511595289875,0.0032670698804328,0,0
15.5,-0.0068711059876733,0.00028834112936283,-0.0071594471170361,-0.0043756569828026,0.11304599257512,-56.151603503221,0.010071295197653,0.42352052678011,0.49518848352898,0.45976955747111,0.0032212561929978,0,0
15.75,-0.0068160995499225,0.00046198670279842,-0.0072780862527209,-0.0045732137701333,0.11583652503487,-16.897383485125,0.010357232285452,0.44414288571099,0.49518869260175,0.43769603687562,0.003176418129096,0,0
16,-0.0068199179042471,0.00062234159652007,-0.0074422595007672,-0.0048438578532373,0.11863533985329,37.339558509251,0.010492274703961,0.45972883135127,0.49518888316394,0.4225575829408,0.0031275875521721,0,0
16.25,-0.0068781067414053,0.00074584559488729,-0.0076239523362926,-0.0052307989717917,0.12143306844697,103.82475399615,0.010381380922953,0.46661715649088,0.49518904753911,0.41782301543444,0.0030719327395191,0,0
16.5,-0.0070632446570253,0.00084802258207788,-0.0079112672391032,-0.0057853494751037,0.12422203840516,175.40212450725,0.0099642004224449,0.46282421189491,0.49518917843844,0.42381084688424,0.0030043083373201,0,0
16.75,-0.0068342074049252,0.0010011312799041,-0.0078353386848293,-0.0065499548153011,0.12703243840878,241.16692967824,0.0093037240477861,0.4506715739504,0.49518927201809,0.43543599606879,0.0029229425255479,0,0
17,-0.0064778043104206,0.0012851984213831,-0.0077630027318037,-0.0075344457473031,0.12986937181546,289.15737352056,0.0085951492594381,0.43688884364597,0.49518933120674,0.44466211853564,0.0029006157244842,0,0
17.25,-0.0061678034143542,0.0017146021172637,-0.0078824055316179,-0.008699578635152,0.13275139617052,310.61121132824,0.0080353357045657,0.42805631598364,0.49518936760632,0.44711140542347,0.002880214586167,0,0
17.5,-0.0056563446987175,0.0022103084426076,-0.007866653141325,-0.0099636080143916,0.13570904773874,304.13147486098,0.0076602939419621,0.42442430180515,0.49518940021184,0.44640207494049,0.0028627571785915,0,0
17.75,-0.005117592188538,0.002672702892143,-0.007790295080681,-0.011233998197673,0.13874278006662,277.40605004308,0.0073421308608086,0.42054855287577,0.49518945023414,0.44884593833424,0.0028482265390848,0,0
18,-0.0047275769597485,0.0030843514770792,-0.0078119284368277,-0.012441553200379,0.1417950276831,244.7647380149,0.006969085915322,0.41275535366958,0.49518953334006,0.455195370444,0.0028376860309049,0,0
18.25,-0.0046731263589425,0.0034936222762801,-0.0081667486352226,-0.013546044384467,0.14486603558269,220.99118442525,0.0065611954175642,0.40319294345078,0.49518965293042,0.4611696029801,0.002831404697243,0,0
18.5,-0.0043244126129038,0.0039210141083591,-0.008245426721263,-0.014508219313987,0.14798441543518,214.37602944697,0.0061830839062915,0.3948465960772,0.49518979889334,0.46566712597429,0.0028294960074154,0,0
18.75,-0.0023775375385113,0.0043500166013143,-0.0067275541398255,-0.015250426747778,0.15118259924761,223.11861631983,0.005843424207591,0.38627017283374,0.4951899539093,0.47187991476148,0.0028306237520758,0,0
19,-0.0010325499498537,0.0047858004974597,-0.0058183504473133,-0.015637588337315,0.15442325933991,237.54732055005,0.0055338119743615,0.37520683782014,0.49519010453989,0.48076971262932,0.0028314363052138,0,0
19.25,-0.00087113473107637,0.0052433972723428,-0.0061145320034192,-0.01551261340634,0.15772124689377,246.88858531136,0.0052707448620731,0.36225153204942,0.49519025051753,0.49071711750701,0.0028328779087481,0,0
19.5,-0.0011270371353873,0.0056919305025088,-0.0068189676378961,-0.014791795405355,0.16109111992212,246.06538749718,0.0050381401607805,0.34829884280994,0.49519040628982,0.50162925080124,0.0028350780485913,0,0
19.75,-0.0012453998406142,0.0060795566035498,-0.007324956444164,-0.013556855255665,0.16450992933544,237.91322702735,0.0047781589824811,0.33263683131947,0.49519059386163,0.51471206943215,0.0028389213455697,0,0
20,-0.00097089940344635,0.0063845572686995,-0.0073554566721458,-0.012048867975351,0.16795069875535,229.64332248657,0.0044705823956117,0.31513606899827,0.49519083159669,0.52914601379521,0.0028450448116085,0,0
20.25,-0.00079727087750784,0.0065975020726155,-0.0073947729501233,-0.01054773037502,0.17149273294945,226.7610088055,0.0041401813721786,0.2970205612804,0.49519112580867,0.54371578454545,0.0028588642917562,0,0
20.5,-6.8670013540255e-05,0.0067061775385556,-0.0067748475520959,-0.0092387881069847,0.17512220032381,229.36014978892,0.003803083070237,0.27859856765398,0.49519146952822,0.55853673089833,0.0028757278758516,0,0
20.75,0.00098316835379562,0.006725881930608,-0.0057427135768124,-0.0081716661131798,0.17877198065269,233.32212547717,0.0034766676522838,0.26026294909226,0.49519184799261,0.57266862484095,0.0028930828375465,0,0
