time,DJ,DJ_box,DJint,DJint_2,DJint_box,DJint_box_2,Jint,Jint_box,bot_react,external_work,fracture_energy,kinetic_energy,strain_energy,top_react
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,-0.00031199759938208,2.5467288464165e-09,-0.00031199759938208,-1.3983304412776e-18,2.5467288464165e-09,-2.9961150825451e-25,0.0012844202809379,4.3147836710221e-09,-235.96590895617,0.11481554111548,0.031024340649202,0.019041437470688,0.040289436684887,235.96590895617
1,0.0018598328484355,3.5178779291326e-07,-0.0034190621841449,0.0052788950325804,3.4391090143321e-07,7.8768914800495e-09,-0.0019053270944491,6.0626472832715e-07,8.2506839167984,0.11480133749186,0.031028660681503,0.020113840403278,0.024513506227348,-8.2506839167984
1.5,-0.0021585607477987,9.7736954961818e-06,-0.0025762167576947,0.00041765600989597,9.1041288537351e-06,6.6956664244668e-07,-0.0014339117399174,1.6944580073469e-05,8.6748988091146,0.1147883222968,0.0310299392374,0.016782645853629,0.018988405114732,-8.6748988091146
2,0.0012981627584,9.5796205483111e-05,-0.0017339194528367,0.0030320822112367,8.0195896277603e-05,1.5600309205508e-05,-0.0007457270521665,0.00016204494797387,-5.862693922958,0.11481042624541,0.03103171108234,0.014540966079308,0.016092512249658,5.862693922958
2.5,-0.00071761940219023,0.00040985255974506,-0.0014614085755561,0.00074378917336586,0.00026839537435296,0.00014145718539211,-0.00037446645497474,0.00063407570262866,0.96970024897539,0.11481750859382,0.031064709959171,0.012652420609316,0.014658558223595,-0.96970024897539
3,0.0013338349593626,0.00080857796199439,-0.0012743528933216,0.0026081878526842,0.00023854408738463,0.00057003387460977,-2.4573243049452e-05,0.0010033238680443,-1.5025575022438,0.11482854631966,0.031274011997379,0.01050778236872,0.014264698161206,1.5025575022438
3.5,0.00064877697608179,0.00098667785025318,-0.0012896733360455,0.0019384503121273,-0.00041609043168005,0.0014027682819332,-0.00023031236158195,0.00036910612603088,-2.867185456036,0.11483423190767,0.031606754254007,0.0090517786243778,0.01300127419688,2.867185456036
4,0.0015793068948591,0.0012057901776925,-0.0011501555379479,0.002729462432807,-0.00091504577129571,0.0021208359489882,-0.00047398067843827,-0.00052156690422177,-6.5999894314168,0.11482761503019,0.031728518118332,0.0087672046345323,0.011515235379924,6.5999894314168
4.5,0.0010175058688184,0.0012429501192383,-0.00099646227696886,0.0020139681457872,-0.0003986244923116,0.0016415746115499,-0.00054160082235031,-0.00032295789109448,-14.505863954086,0.11480228509161,0.03177674316067,0.0072942586505674,0.012072193467896,14.505863954086
5,0.00086122406254271,0.00095457281626732,-0.0010794810238162,0.0019407050863589,0.000344066560882,0.00061050625538532,-0.00069920239142246,0.00040574024074508,-25.435307584708,0.11475413899157,0.031776798510578,0.0050814552320913,0.013509748554996,25.435307584708
5.5,0.00053356361964753,0.00065795018510046,-0.001150408963842,0.0016839725834895,0.00053516916616835,0.00012278101893211,-0.00094191891496609,0.00060360731891421,-36.586311086227,0.11468998357986,0.031778363448503,0.0027961648719937,0.014857799980365,36.586311086227
6,0.00066930414984529,0.00054575017974681,-0.0010379502773918,0.0017072544272371,0.00039304519399135,0.00015270498575546,-0.00096744067757042,0.00044502174614383,-42.255495296663,0.11462556083215,0.0317811746759,0.0019324806862895,0.014094840512677,42.255495296663
6.5,0.00069112024899645,0.00054691292313751,-0.00081553177121678,0.0015066520202132,0.00025008237588443,0.00029683054725308,-0.00071782303010448,0.00031705700587521,-38.628323275497,0.11457869845882,0.031781324055446,0.003607876970831,0.011004013891789,38.628323275497
7,0.00069773166888772,0.0005110402845092,-0.00057512645271223,0.0012728581216,7.7084661924018e-05,0.00043395562258518,-0.00036867206381441,0.00017304297841277,-27.776990669166,0.11456089736942,0.031781506191244,0.0060882595875603,0.0081965502874388,27.776990669166
7.5,0.00058967790516716,0.00041436627545799,-0.00033111025557594,0.0009207881607431,-0.00018068372015532,0.00059504999561331,-6.539472955756e-05,-7.9025092209665e-05,-17.028069589427,0.11457413279439,0.031782198478573,0.006919278133348,0.0076381590595707,17.028069589427
