time,DJint,DJint_2,DJint_box,DJint_box_2,Jint,Jint_box,bot_react,external_work,fracture_energy,kinetic_energy,strain_energy,top_react
0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,5.2433899151682e-05,-5.0207733025439e-20,1.8356166130106e-06,1.2420048093359e-22,0.00012427501109845,2.2193405147791e-06,-69.907664527535,0.021801138401486,0.031179437858506,0.0025113449409172,0.0064470148199782,69.907664527535
1,-0.0002168064927551,0.00029500753008582,0.00010308087534432,7.1629016094931e-06,-0.00011115538862331,0.00012441563608988,19.547440477182,0.021752019888653,0.031180689739932,0.0022059583902367,0.0053087623505016,-19.547440477182
1.5,-3.9465077567648e-05,0.00031394138411973,0.00019138398943768,0.00010510848120382,8.0275509187125e-05,0.00024780159037046,-21.602653670651,0.021788505263228,0.031192993651159,0.0010123754211331,0.0047301561454231,21.602653670651
2,-3.6118607614882e-05,0.00035714684992179,6.5036147262037e-05,0.00019344441153096,-8.2903473410262e-06,8.1101612250413e-05,-20.931065510837,0.021806095821097,0.031197234381984,0.00055051101020287,0.0045241308958094,20.931065510837
2.5,5.8942288413757e-05,0.00012785569027349,9.0298224112683e-05,8.5754176795215e-05,7.1476053714614e-05,9.8890179408478e-05,-28.063923650934,0.021841668366832,0.031197234882516,0.00025528736104299,0.0041523760072577,28.063923650934
3,0.00010198160617276,5.0255054865946e-05,0.00011752646131211,-6.7460769166594e-06,0.00013209536668037,0.0001321920007201,-24.504099470186,0.02188934757094,0.031197277547868,0.00051689078879127,0.0037869129261614,24.504099470186
3.5,0.00012916246795555,-2.3579877321571e-05,9.3037133266028e-05,-7.3227697529892e-07,0.00015134915329031,9.9520072794773e-05,-23.72868329785,0.021951207218991,0.031197304391166,0.00016786090114995,0.0041545839006263,23.72868329785
4,0.00014516744431432,-2.97302761266e-05,0.00010053724467443,-9.175709971443e-07,0.0001476124346613,0.00010227902873648,-27.7127634658,0.022019128379811,0.031197305028662,6.8448537282285e-05,0.0039986276356372,27.7127634658
4.5,0.0001296010646728,7.9585703037793e-06,0.00012519584406198,1.2671729602843e-05,0.00014695665171117,0.000133959044237,-28.456805704048,0.022078154629105,0.031197305183615,0.000220620648761,0.003847142065456,28.456805704048
4.75,0.00010157232143487,6.099345708388e-05,0.00012977007138626,3.1488692230571e-05,0.00013361726294568,0.00014579753663702,-25.95640468404,0.022103098771675,0.03119730519651,0.00027437211863733,0.0038658362593102,25.95640468404
5.25,8.2473218895799e-05,9.395425587688e-05,0.0001500603804779,3.8440468532237e-05,9.6770453555522e-05,0.00015677098014633,-21.266773823609,0.022139218440312,0.031197305196941,0.00012392221375658,0.0040379919752729,21.266773823609
5.75,0.0001044656655736,8.1781528894369e-05,0.00015335566021149,2.9193581494821e-05,0.00010540176645353,0.00015422050440993,-22.002241956183,0.022181500130615,0.03119730519931,3.1780185720786e-05,0.0040550770211979,22.002241956183
6.25,0.00013792766148419,2.4107245282284e-05,0.00013807280692557,1.1271110196322e-05,0.00014729014767904,0.00014313097786194,-25.953721496534,0.022243774580502,0.03119730519931,7.1443129680009e-05,0.0040338668432968,25.953721496534
6.75,0.00015191327543276,-3.2069409693258e-05,0.00012067007877914,-8.3361335124106e-06,0.00015943904083656,0.00012419000062621,-28.16882194426,0.022321829638727,0.031197305208764,5.2657190940521e-05,0.0041256769673432,28.16882194426
7.25,0.00017884073631296,-4.4577000403118e-05,0.00014506759589597,-1.3520214956919e-05,0.00018023411443926,0.00014600837649503,-27.708616047445,0.022401949124778,0.031197305214521,3.103135215708e-05,0.0041807693384242,27.708616047445
7.75,0.00016909584194785,-1.3405097456269e-05,0.00015972450992131,-4.0258061587439e-06,0.00017623358715383,0.00016243672546745,-26.392754623562,0.022473708048575,0.031197305218386,7.1054774202361e-05,0.0041885815700048,26.392754623562
8.25,0.00014900160245351,3.0007881250542e-05,0.00016996483020193,1.163560310068e-05,0.00016088296775358,0.00017450534236105,-25.584585716342,0.022535430817413,0.03119730522052,8.1870616584247e-05,0.0042570983787894,25.584585716342
8.75,0.00014272982682536,5.1317431101315e-05,0.00017476575647759,1.944119615589e-05,0.0001492368238337,0.00017744478203347,-25.432529003478,0.022593043461817,0.031197305288779,3.5622814173412e-05,0.0043601477384126,25.432529003478
9.25,0.00015907499465429,4.0491023970544e-05,0.00017845045281391,1.5348473922502e-05,0.00016010234302635,0.00017888265718343,-25.826438365736,0.022655728752207,0.031197305551054,6.9496586196542e-06,0.0044258695270702,25.826438365736
9.75,0.00018596463767856,1.0000475929237e-05,0.00018248972172102,4.0468074972048e-06,0.0001868440650671,0.00018288661257224,-26.706001251624,0.022730366008437,0.031197305781236,1.0498888321325e-05,0.0044820720242352,26.706001251624
10.25,0.00020912985350234,-1.7657152642983e-05,0.00018812062953604,-5.8477068616794e-06,0.00021023813356189,0.00018866596478404,-27.666020383592,0.022817742905438,0.031197305814429,1.2667152520206e-05,0.0045602742901521,27.666020383592
10.75,0.00022016602392485,-2.5470942434125e-05,0.00019598115172131,-8.2890653436988e-06,0.00022111841196419,0.00019650412355356,-28.10476148051,0.022912991492939,0.031197305840112,1.4219169700222e-05,0.0046441770392029,28.10476148051
11.25,0.0002196217829718,-1.3073488435908e-05,0.00020607719229629,-3.993199008738e-06,0.00022131929541449,0.00020672452709112,-27.910244191317,0.023010176109562,0.031197305975136,2.0559332124935e-05,0.0047312715871484,27.910244191317
11.75,0.00021640307353822,5.9303077580613e-06,0.00021679314096411,2.0660299354625e-06,0.0002184966048145,0.00021741835461212,-27.580167777379,0.023107317265572,0.031197306342098,1.9093006095118e-05,0.004831829814049,27.580167777379
12.25,0.00022029158411702,1.6365735022068e-05,0.00022598832893329,5.2675238434083e-06,0.00022203183046018,0.00022645329121692,-27.627356480906,0.023207432379113,0.031197307540081,1.1547827412053e-05,0.0049362679065184,27.627356480906
12.75,0.00023406150579977,1.1839973391193e-05,0.00023339529190498,3.6791938117634e-06,0.00023587603950665,0.00023388409707107,-28.111511649685,0.023315227125452,0.031197309700238,1.1909475725376e-05,0.0050358070687915,28.111511649685
13.25,0.00025296731460001,-1.7363327502502e-06,0.00024079660577069,-8.4374266014461e-07,0.00025534616843557,0.00024143528650445,-28.730743426955,0.023433009101341,0.031197313580059,2.0541273550104e-05,0.0051394744446699,28.730743426955
13.75,0.00027000576153003,-1.1887765004576e-05,0.00025008953958886,-4.0478826459947e-06,0.00027293730251781,0.00025081942104322,-29.18090680391,0.0235592755051,0.031197320294969,2.8096214823831e-05,0.0052564121961504,29.18090680391
14.25,0.0002809330882688,-1.0423299125455e-05,0.00026159684688231,-3.2063669093455e-06,0.00028468510945148,0.00026253733293596,-29.371980819065,0.023690578234676,0.031197337717028,3.0293888313643e-05,0.0053856689382842,29.371980819065
14.75,0.00028728522833142,5.7457571667413e-07,0.00027453655024578,7.752640967853e-07,0.00029179276642618,0.00027571275637603,-29.414735515238,0.02382490108087,0.031197430946394,2.7493099111157e-05,0.0055238326672906,29.414735515238
15.25,0.00029569935955796,1.1693087652277e-05,0.00028856068141051,4.5567681387897e-06,0.00029989517211206,0.00028959365928536,-29.499652876634,0.023964077423254,0.03119850234144,2.1333922902617e-05,0.0056691028383651,29.499652876634
15.75,0.00031233988680382,1.4144312306771e-05,0.00030389311135587,5.1044296566245e-06,0.00031534385732193,0.00030446542096031,-29.767486519031,0.02411356902325,0.031200269182321,1.5126452556243e-05,0.0058207764497266,29.767486519031
16.25,0.00033754982843539,6.7669084472183e-06,0.00032074795330811,2.3474802675514e-06,0.00033964140856537,0.00032097398307459,-30.228109680418,0.02427978212951,0.031202094706234,1.1825718987577e-05,0.0059828016288986,30.228109680418
16.75,0.00036683502318688,-4.7690333201007e-06,0.00033937269885321,-1.6712704241244e-06,0.00036884783728057,0.00033952207752814,-30.772338127773,0.024466844931475,0.031204065333753,1.2194114621335e-05,0.0061605872260508,30.772338127773
17.25,0.00039495389326398,-1.2932599428562e-05,0.00035975019927499,-4.453605547273e-06,0.00039773335725973,0.00036003681593153,-31.26537199697,0.024675044808795,0.031206728354452,1.6371521363939e-05,0.006355448298792,31.26537199697
17.75,0.00041931221668393,-1.3383421527804e-05,0.00038168648213618,-4.63049578446e-06,0.00042387119819047,0.00038241873987728,-31.642664252864,0.02490176300711,0.031210520988538,2.4893569033704e-05,0.0065648392417598,31.642664252864
18.25,0.00044104975537237,-7.2735160281539e-06,0.00040492548916183,-2.6533896787412e-06,0.00044825091828463,0.00040643639653678,-31.936397339723,0.025143964024883,0.031215472294857,3.7231684514227e-05,0.0067867452918245,31.936397339723
18.75,0.00046403107200044,6.4260413009195e-07,0.00042970958409095,-1.3175716475391e-08,0.00047383593986475,0.00043201904721369,-32.229091397749,0.025400441673311,0.031221516277474,5.0647681903668e-05,0.0070227222845167,32.229091397749
19.25,0.0004922150366252,5.6947244884139e-06,0.0004569163038718,1.7704601329905e-06,0.00050367061920655,0.00045968456578268,-32.586003332703,0.025672528344522,0.031228608829905,6.1519888623639e-05,0.0072766824570694,32.586003332703
19.75,0.00052719315922236,6.1334161105548e-06,0.00048741360561938,2.0276281119922e-06,0.00053922227791787,0.00049024999806526,-33.020185845134,0.025963240410374,0.031236768673867,6.7734386189853e-05,0.0075522502720842,33.020185845134
20.25,0.00056782974976804,3.5844799853027e-06,0.00052154353873443,1.3298588701971e-06,0.00057988520089223,0.00052425292955403,-33.503301226343,0.026275816865713,0.031246215409874,6.9742912234874e-05,0.0078511670189236,33.503301226343
20.275,0.00057095775830119,-5.0009857606166e-06,0.00052432719327895,-6.9083522264227e-06,0.00058298157157694,0.00052695620179453,-33.528370998521,0.026291857585448,0.031246927999314,7.0090264282037e-05,0.0078573255938127,33.528370998521
20.3,0.00057312511987091,-6.6188098776111e-06,0.00052593321059225,-8.2909339859109e-06,0.00058515087688629,0.00052855904150907,-33.553470416886,0.026307958284755,0.031247671002118,7.0136275607503e-05,0.0078726597575065,33.553470416886
20.325,0.00057530062613551,-5.7603408839755e-06,0.00052719481107641,-6.8790907428239e-06,0.00058732914871914,0.00052981772791542,-33.578581714526,0.026324119289226,0.031248492729459,7.0188566425849e-05,0.0078880259005837,33.578581714526
20.35,0.00057748363236653,-4.7363515247579e-06,0.00052812984258093,-4.9976886514502e-06,0.00058951584285435,0.00053075006874761,-33.603697499046,0.026340340914269,0.031249337324097,7.0236713853597e-05,0.0079033782295376,33.603697499046
20.375,0.00057967395979609,-3.7560373147887e-06,0.0005290092075734,-2.9511225376161e-06,0.00059171077641781,0.0005316268736281,-33.62881799233,0.026356623468842,0.031250163697183,7.0281128151491e-05,0.0079187721084109,33.62881799233
20.4,0.00058187144942234,-2.8316433505404e-06,0.00053011714178268,-1.0693597409117e-06,0.00059391384537072,0.00053273239864294,-33.653946241006,0.026372967256757,0.031250951194092,7.0323687414797e-05,0.0079342472368021,33.653946241006
20.425,0.00058407593413608,-2.0351042422355e-06,0.00053157043761966,4.1034011761374e-07,0.0005961249197775,0.00053418345353484,-33.679083973496,0.026389372575845,0.031251698328017,7.0366038631744e-05,0.0079498231128352,33.679083973496
20.45,0.00058628722094728,-1.368005971966e-06,0.00053334375996283,1.4299608968947e-06,0.00059834381486949,0.00053595468507333,-33.704229666212,0.026405839716093,0.031252407308616,7.0409166935893e-05,0.0079655006360016,33.704229666212
20.475,0.00058850503571382,-8.2858633748934e-07,0.00053535160865306,2.0609842057438e-06,0.00060057027642555,0.00053796058298362,-33.729378948513,0.02642236895805,0.031253085076551,7.0453419488503e-05,0.0079812775620832,33.729378948513
20.5,0.0005907291101809,-3.8574120863037e-07,0.00053750255779087,2.4149240192887e-06,0.00060280403706762,0.00054010969626809,-33.754526498455,0.026438960572505,0.031253748467682,7.0498776852432e-05,0.0079971472026109,33.754526498455
20.525,0.00059295919970353,-2.9932443998288e-07,0.0005397276429536,2.3104133661384e-06,0.00060504484938486,0.00054233303969707,-33.779668015391,0.026455614821518,0.031254397342841,7.0545352437682e-05,0.0080130926219778,33.779668015391
20.55,0.00059519506479816,-7.2450836787498e-08,0.00054198106795003,2.2992467813683e-06,0.00060729246286689,0.00054458478963442,-33.804800544859,0.026472331959323,0.031255038949508,7.0594003879638e-05,0.0080291131422258,33.804800544859
20.575,0.00059743636667389,9.1320742978318e-08,0.00054422509876619,2.2297389305971e-06,0.00060954652849048,0.00054682717518607,-33.829920039015,0.026489112230473,0.031255678973571,7.0645514580042e-05,0.0080452012194489,33.829920039015
20.6,0.00059968255680335,7.735494294999e-08,0.00054642717595351,2.0283871818786e-06,0.00061180649201769,0.00054902759279515,-33.855017376654,0.02650595586399,0.031256321099846,7.0700003944486e-05,0.0080613513264636,33.855017376654
20.625,0.00060193291860163,-2.6505847224182e-08,0.00054857295100512,1.8012101670382e-06,0.00061407163039888,0.00055117165008233,-33.880077204134,0.026522863066997,0.031256967002837,7.0757525505927e-05,0.0080775598880498,33.880077204134
20.65,0.00060418691631031,-1.7602346555427e-07,0.00055067145330462,1.581218240995e-06,0.00061634139615903,0.00055326834192146,-33.905084755311,0.026539834026657,0.031257617326473,7.0818183429651e-05,0.0080938252402178,33.905084755311
