time,DJint,DJint_2,Jint,dt,external_work,kinetic_energy,strain_energy,top_react
10.5,6.8949941745239e-05,-3.2498532671079e-05,0.00010382295874005,0.5,0.027265219239309,0.00042113422903664,0.003113033646699,41.993085261878
11,0.00010333356672838,-5.6362437965903e-05,0.00011740956730627,0.5,0.027364825695659,0.00029508195442898,0.003244894748036,47.206767060511
11.5,0.0001129080543439,-4.4486735179805e-05,0.00013523647594897,0.5,0.027467102159039,0.00032859175029034,0.0031795838065406,48.015388968132
12,8.8614872773123e-05,1.0218314569948e-05,0.00014527557130864,0.5,0.027561302927285,0.00056064342892331,0.0029406433433287,43.60845233798
12.5,3.3860517838997e-05,0.00010105453070154,0.00013830392938294,0.5,0.027637535661766,0.00083773269587383,0.0027242688069969,35.170761880104
13,-3.3854759674108e-05,0.00020455683649536,0.00011300327236649,0.5,0.02769045347039,0.00095261059462347,0.0027100915556651,25.498347778685
13.5,-8.9114609600604e-05,0.00028797301439046,7.5296126715966e-05,0.5,0.027721405509878,0.00084001203166263,0.0028889920126948,17.767315738735
14,-0.00011141245735831,0.00032675538333714,3.5891693159575e-05,0.5,0.027737723473643,0.00061516027462667,0.0031063754226714,14.142329688898
14.5,-9.5542957968485e-05,0.0003164048243554,8.2148458177699e-06,0.5,0.027749739782577,0.00042720639814617,0.0032426611919485,15.015016116909
15,-5.115953645793e-05,0.00026929688716565,4.0149859906585e-06,0.5,0.027767458608136,0.00032500564375583,0.003302250985719,19.240773825381
15.5,6.6880835676005e-06,0.00020304152034123,2.7971756748075e-05,0.5,0.02779855550155,0.00026620232158226,0.0033524414316855,25.005361884881
16,6.625688087343e-05,0.00013214752840675,7.5326420241448e-05,0.5,0.027848089898056,0.00020893268683763,0.0034252561970322,30.626145192777
16.5,0.00012155033881975,6.6437184570434e-05,0.00013442556411074,0.5,0.027919255755683,0.00016662852309086,0.0034917511319109,34.917834202074
17,0.00017076967374367,1.2270017453745e-05,0.00019267984558897,0.5,0.02801436694929,0.00017865517112337,0.0035181210825807,37.242706940501
17.5,0.0002144876031231,-2.7182406248826e-05,0.00024221367809877,0.5,0.02813566415536,0.00024716131566148,0.0035256335904224,37.511159625205
18,0.00025434271272972,-5.2655809686221e-05,0.00028174084237323,0.5,0.028285738200635,0.00031987431849257,0.003582711569357,36.197373279596
18.5,0.00029176659152511,-6.8668675610639e-05,0.0003143042331561,0.5,0.028467349879588,0.00033820084066763,0.0037403239282199,34.238498678985
19,0.00032705424176106,-8.1400288346972e-05,0.0003438708714392,0.5,0.028682607808954,0.00029624174325413,0.0039820765159674,32.730233221952
19.5,0.00035929507538228,-9.5350161209315e-05,0.00037372656125497,0.5,0.028931896505098,0.00024853111951483,0.0042393280798221,32.52064303076
20,0.00038695719156156,-0.00011090445520952,0.00040668498692984,0.5,0.029213167601107,0.00026201179719659,0.0044507700489422,33.907646422105
20.5,0.00040839218143595,-0.00012421683581119,0.00044508573326023,0.5,0.029521908872539,0.00036418769495508,0.004604092955811,36.578032104416
21,0.00042169868701947,-0.00012876235941983,0.00048926526161712,0.5,0.029851574476187,0.00053471675646171,0.0047264197365033,39.779362392597
21.5,0.00042425372270516,-0.00011709591305775,0.00053535897712862,0.5,0.030194033674024,0.00073552242611656,0.0048477001078757,42.612791389554
22,0.00041307491954261,-8.2429244299994e-05,0.00057474586548005,0.5,0.030539862872919,0.00093929983899639,0.0049801962756737,44.320105080125
22.5,0.00038674063549691,-2.0584803882544e-05,0.00059681151340938,0.5,0.030878766394682,0.0011306284823333,0.0051276923159962,44.484326783323
23,0.00034791623459625,6.7705786906636e-05,0.0005942467129964,0.5,0.031200621696214,0.0012903100602453,0.0053029253803251,43.118459952272
23.5,0.00030451081220159,0.00017522566879387,0.00056782104202563,0.5,0.031497394860731,0.0013894609701087,0.0055279194803903,40.64718500331
24,0.00026842451116358,0.00028849781975199,0.00052762740106637,0.5,0.031765598522991,0.0014036449850834,0.0058164340808281,37.792616624225
24.5,0.00025263337524854,0.00039002208811358,0.00049016845316098,0.5,0.032008429047436,0.0013320886497823,0.0061595436899259,35.382146721254
25,0.00026809909347753,0.00046196666867048,0.00047311528647416,0.5,0.032236584690183,0.0012011448813961,0.0065312754067227,34.119944619628
25.5,0.00032144743071821,0.00049040612303989,0.00049024665256241,0.5,0.032467172809111,0.0010484197117638,0.0069088944176921,34.390746603687
26,0.00041369713403645,0.00046897094854635,0.00054821962517512,0.5,0.03272088008752,0.0009031273594735,0.0072880006555181,36.166391555225
26.5,0.00054018710340362,0.00040066843459141,0.00064572669743622,0.5,0.033018297308461,0.00077904203294073,0.0076803430321427,39.049155640468
27,0.00069181796012286,0.00029705241149408,0.0007748847202887,0.5,0.033376578738027,0.00068098407187944,0.0081008417170891,42.428925977062
27.5,0.00085733490517321,0.0001749478389067,0.00092418409049268,0.5,0.03380736034546,0.00061300157245646,0.0085586314142056,45.687071866641
28,0.0010258664128992,5.1998213019583e-05,0.0010818757875962,0.5,0.034316261186487,0.00057893655250129,0.0090584602642425,48.371086340518
28.5,0.0011888295825827,-5.7309614306395e-05,0.0012385838269851,0.5,0.034903699149229,0.00057772434848786,0.0096060657561073,50.288627374581
29,0.0013407464439788,-0.00014393232055684,0.001388435310504,0.5,0.035566429491305,0.00060186028691694,0.010208644754543,51.507940094347
29.5,0.0014791053001153,-0.00020450717373031,0.0015288146249528,0.5,0.036299209418017,0.0006423963548376,0.010869671587942,52.283674021287
30,0.0016037112280339,-0.00023992859082078,0.0016593886645795,0.5,0.037096180404752,0.00069534441906002,0.011584957634844,52.943571074449
30.5,0.0017159090921914,-0.00025307311970835,0.0017810306474874,0.5,0.037951784789931,0.00076257372998596,0.012345493880924,53.77387474622
31,0.0018178548067551,-0.00024657009641246,0.001894935111888,0.5,0.038861207317433,0.00084636848327957,0.013144998591609,54.934931411991
31.5,0.0019118979048866,-0.00022135404830338,0.0020019848310032,0.5,0.03982044851839,0.000943251663747,0.013985290029386,56.426980421315
32,0.002000171441197,-0.00017642788846417,0.0021024474344045,0.5,0.04082621515382,0.0010426913243248,0.014875354411813,58.111201190356
32.5,0.0020845423900722,-0.00010990713132808,0.0021961661682961,0.5,0.041875853311449,0.0011308657272972,0.015826344338537,59.774997725295
33,0.0021670108726047,-2.1046006219074e-05,0.0022833349931929,0.5,0.04296752765706,0.0011952332355163,0.016847661439647,61.217597363889
33.5,0.0022504273848588,8.7416739852733e-05,0.0023656656420645,0.5,0.044100746662378,0.0012264655386579,0.017946513834162,62.326989707138
34,0.0023391493078531,0.00020751985375192,0.0024474246427245,0.5,0.045277165185063,0.001218306414351,0.019128994074807,63.1239779814
34.5,0.0024391768690945,0.00032585964235252,0.0025356927643461,0.5,0.046501420700136,0.0011680928240747,0.020399740165296,63.761455054352
35,0.0025574932266901,0.00042536697510322,0.002639441145634,0.5,0.047781654086776,0.0010789527451519,0.021759978699915,64.481914450128
35.5,0.0027006911227815,0.00048881269834008,0.002767553490129,0.5,0.049129387908812,0.00096167800605971,0.023206429209847,65.548501956113
36,0.0028732931673951,0.00050303990316099,0.0029264520253985,0.5,0.050558593866103,0.00083363285687676,0.02473306830863,67.171352582254
36.5,0.003076309221922,0.00046256654828105,0.0031181917891362,0.5,0.052084028989956,0.00071440267053881,0.02633492254989,69.450652245296
37,0.0033065033304167,0.00037139166321177,0.0033396816813019,0.5,0.053719169714958,0.00062056038300774,0.028011125644794,72.351718353008
37.5,0.0035566327702558,0.0002424598259757,0.0035832405971651,0.5,0.055474231311342,0.00056229204483739,0.029765314587725,75.717453031254
38,0.0038166485931167,9.4997085094023e-05,0.0038382570206869,0.5,0.057354766415966,0.000542749340246,0.031603821512358,79.312581300283
38.5,0.0040755733900652,-4.9471906421024e-05,0.0040934434497308,0.5,0.05936118583812,0.00055910029859199,0.033533497530202,82.885253281013
39,0.004323569852312,-0.00017134840477065,0.004339080672008,0.5,0.061489289772395,0.00060402236503393,0.035560361123115,86.227490251336
39.5,0.0045536571808259,-0.0002564150642688,0.0045686976593201,0.5,0.063731625260422,0.00066738438111953,0.037688849914111,89.217752968802
40,0.0047626522508753,-0.00029781255736046,0.0047798087315133,0.5,0.066079283759189,0.00073846765755836,0.039921018053543,91.835737958829
40.5,0.0049511640479365,-0.00029624293544366,0.004973603960511,0.5,0.068523677401568,0.00080851192934915,0.04225581481288,94.148759467421
41,0.0051227540173427,-0.00025854150488819,0.0051537927158324,0.5,0.071057893482015,0.00087247775640715,0.04468933993865,96.277499399282
41.5,0.00528259247351,-0.00019514109508447,0.0053250328894672,0.5,0.073677390180744,0.00092896436793772,0.047216582941983,98.353902752717
42,0.0054360359230573,-0.00011720198871298,0.0054914593886357,0.5,0.076380003385728,0.0009783840652782,0.049833931050078,100.48446883042
42.5,0.0055875160018364,-3.4220495283566e-05,0.0056557378630915,0.5,0.079165421883819,0.0010206931460893,0.052540961612167,102.7286663673
43,0.0057399946978792,4.7274727112573e-05,0.0058188597436618,0.5,0.082034407441361,0.0010541137297078,0.055340507755278,105.09633333392
43.5,0.0058950456894058,0.00012372598919293,0.0059806416623311,0.5,0.08498806274596,0.0010753506755612,0.058237210382729,107.56174869352
44,0.0060534208728887,0.00019349046140727,0.0061406742412934,0.5,0.088027386018042,0.0010807702276363,0.061235614834293,110.08737280311
44.5,0.0062158132288858,0.00025530894715929,0.0062993385928693,0.5,0.091153222328521,0.0010677013007097,0.064338755656553,112.64817700784
45,0.0063834821463372,0.00030699396249182,0.0064585020911656,0.5,0.094366570422096,0.0010354062680617,0.067547504456934,115.24831692278
45.5,0.0065584829353209,0.00034488289631937,0.0066216179773869,0.5,0.097669076925531,0.00098569079934598,0.070860504846443,117.92512302997
46,0.0067434084788965,0.00036427021352584,0.0067931564603299,0.5,0.10106348533176,0.00092313505475274,0.074274570003954,120.73983620019
46.5,0.0069407396842534,0.00036065300664151,0.006977528515803,0.5,0.10455382307386,0.00085471540891618,0.077785610005067,123.75878042369
47,0.0071520391670748,0.0003313326737683,0.0071778481503323,0.5,0.10814519859288,0.00078861544673309,0.081390040626394,127.03147142462
47.5,0.0073772654875439,0.00027680054617839,0.0073949429355122,0.5,0.11184321079542,0.00073244176324364,0.085086225379327,130.57276836807
48,0.0076144332198286,0.00020141606481302,0.0076269379154717,0.5,0.11565310227336,0.0006915159756278,0.088875255679578,134.35456834687
48.5,0.0078597300908092,0.00011311790854618,0.0078695389354519,0.5,0.11957887352289,0.00066796553609679,0.092760613628286,138.30937432937
49,0.0081080694273488,2.2206693603686e-05,0.0081169104873794,0.5,0.12362259190352,0.00066091160791842,0.096746851419654,142.34440959537
49.5,0.0083539404782796,-6.0491416765143e-05,0.0083628691764077,0.5,0.12778407335224,0.00066749617670508,0.10083791098767,146.36193794237
50,0.0085923458308763,-0.00012560368719843,0.0086020506600495,0.5,0.13206100741865,0.00068419374609582,0.10503578170682,150.27992893935
