time,Load,avg_s1,max_d
30.3,-0.54221278772398,-0.55171883707221,1
30.5,-0.58354876812161,-0.68085522661643,1
30.7,-0.57029442895434,-0.6950271998836,1
30.9,-0.51892098696041,-0.57845537980372,1
31.1,-0.46421153757896,-0.27289132883903,1
31.3,-0.42990385678941,-0.10623497738528,1
31.5,-0.41816361781791,-0.10160501485147,1
31.7,-0.40430953025261,-0.096140482172241,1
31.9,-0.36862375413843,0.039518476902431,1
32.1,-0.32864000687801,0.21391203331126,1
32.3,-0.29849591395208,0.35561803229026,1
32.5,-0.26967082425683,0.50052007559027,1
32.7,-0.25751986638586,0.54004841085935,1
32.9,-0.28192674778579,0.35584816814301,1
33.1,-0.32025927371132,0.087430534590113,1
33.3,-0.3501695278759,-0.1258227573784,1
33.5,-0.38288063260061,-0.34261802548417,1
33.7,-0.42051834410951,-0.55022884541313,1
33.9,-0.43636273754191,-0.57839739786327,1
34.1,-0.40721009820696,-0.48628001464598,1
34.3,-0.3378176497604,-0.24968389576284,1
34.5,-0.25620907092328,0.16728081504561,1
34.7,-0.19889315413218,0.46330967057729,1
34.9,-0.19661854662018,0.46110819709679,1
35.1,-0.25352649680518,0.12838346609834,1
35.3,-0.33324058357803,-0.33795811195948,1
35.5,-0.37989059511546,-0.55354286997899,1
35.7,-0.36437775884854,-0.52934299336814,1
35.9,-0.31032191301005,-0.31473355123215,1
36.1,-0.27393751985063,-0.1564956509227,1
36.3,-0.29846635126468,-0.31240166474257,1
36.5,-0.37416585268172,-0.49924890770235,1
36.7,-0.4369659760547,-0.63022844825389,1
36.9,-0.41912587144458,-0.60604372220838,1
37.1,-0.30884326577311,-0.40506296567694,1
37.3,-0.16741625705551,0.3087649670017,1
37.5,-0.087004664212519,0.75828418058554,1
37.7,-0.11411090444305,0.59057699237127,1
37.9,-0.21236876441837,0.0049442338915775,1
38.1,-0.30383949214222,-0.41312286654211,1
38.3,-0.33354096303228,-0.4426258628938,1
38.5,-0.29831366005059,-0.33365294320066,1
38.7,-0.24170877152529,-0.17332758825831,1
38.9,-0.22062326575769,-0.12466310258486,1
39.1,-0.25219418808561,-0.24472974689375,1
39.3,-0.29035666130505,-0.37624091351464,1
39.5,-0.27055690588699,-0.37488722588405,1
39.7,-0.17746390904699,0.017669511649673,1
39.9,-0.058239709420096,0.68631380952943,1
40.1,0.021645559342244,1.1168142253962,1
40.3,0.022774878089253,1.087356772591,1
40.5,-0.052912797392282,0.61911053811601,1
40.7,-0.16046210435957,-0.023313636732144,1
40.9,-0.22793916115637,-0.29155425583164,1
41.1,-0.2125333007633,-0.2785523212331,1
41.3,-0.14375026363797,0.03487148828025,1
41.5,-0.089360919825757,0.35752031048074,1
41.7,-0.091090810615881,0.34626103880988,1
41.9,-0.13962520300845,0.052575226835982,1
42.1,-0.19013371733128,-0.25125998344466,1
42.3,-0.19723545026693,-0.28297687881091,1
42.5,-0.14917944549639,-0.091029959896514,1
42.7,-0.073738964404534,0.31039204933641,1
42.9,-0.016037292589234,0.61678854249948,1
43.1,-0.014351378283298,0.61177119420935,1
43.3,-0.078906634402079,0.23513199033822,1
43.5,-0.17750045832824,-0.18938892362017,1
43.7,-0.25485158305914,-0.35214990443058,1
43.9,-0.27648612387885,-0.38314186757156,1
44.1,-0.24787694706128,-0.35475058162009,1
44.3,-0.1970995453568,-0.27459913280215,1
44.5,-0.15433798643275,-0.17197971321137,1
44.7,-0.13765007847471,-0.1186785522728,1
44.9,-0.14256165558331,-0.12496230320738,1
45.1,-0.14437707699334,-0.13486618730765,1
45.3,-0.12032368660753,-0.095305986367327,1
45.5,-0.07547670986956,0.12642149252064,1
45.7,-0.04185088551934,0.32026053673471,1
45.9,-0.048114831713005,0.30110803834275,1
46.1,-0.094467555358073,0.046735488285136,1
46.3,-0.1548411891874,-0.22767503405509,1
46.5,-0.19632531038113,-0.30237087279495,1
46.7,-0.19852948335986,-0.27494444798086,1
46.9,-0.16381315896291,-0.18579092640329,1
47.1,-0.11496504875493,-0.065501558446793,1
47.3,-0.078671039536911,0.036452419742043,1
47.5,-0.062575617973215,0.089721446199601,1
47.7,-0.049538370834808,0.17365677788589,1
47.9,-0.019885305594038,0.35736071813529,1
48.1,0.024546701735574,0.61814567159566,1
48.3,0.063222630584712,0.8305785465024,1
48.5,0.073656118417846,0.87137690806838,1
48.7,0.041039993134699,0.66077896084626,1
48.9,-0.029795766169782,0.23157075357799,1
49.1,-0.10387463018312,-0.034445158730589,1
49.3,-0.13805927035868,-0.066665963543382,1
49.5,-0.11945925646185,-0.069351953038112,1
49.7,-0.068549667922428,-0.0078954314006882,1
49.9,-0.01490148882134,0.28686607806154,1
50.1,0.019100074621153,0.50485929120859,1
50.3,0.025771181359829,0.56314984080946,1
50.5,0.014530368998737,0.50019525152148,1
50.7,1.319322377881e-05,0.39617814123309,1
50.9,-0.012708727973627,0.28301388306801,1
51.1,-0.032051439270749,0.13299876093393,1
51.3,-0.067414502537364,-0.042912723536053,1
51.5,-0.10802185105257,-0.093353433105114,1
51.7,-0.13562301598615,-0.12225950188201,1
51.9,-0.14969133952701,-0.15255402470583,1
52.1,-0.15350263181506,-0.16787608177949,1
52.3,-0.14490927005196,-0.16922940071004,1
52.5,-0.12615505057845,-0.15742450482449,1
52.7,-0.10000213729848,-0.12918088961584,1
52.9,-0.067353823356408,-0.048125145799317,1
53.1,-0.031881073474288,0.080353891426006,1
53.3,-0.0013572654907955,0.24680918139469,1
53.5,0.011197465774404,0.31296161235423,1
53.7,-0.0067240119976598,0.20382872595631,1
53.9,-0.052132198021508,0.039170294671256,1
54.1,-0.10267851902269,-0.050839657234652,1
54.3,-0.13369566687557,-0.10674297405839,1
54.5,-0.13492110124615,-0.12874699437941,1
54.7,-0.11196799559425,-0.13130573890835,1
54.9,-0.07893863358662,-0.095333833706261,1
55.1,-0.048550357923793,-0.024663897252043,1
55.3,-0.025663952865935,0.066770129696717,1
55.5,-0.0065342760878901,0.16085107249349,1
55.7,0.017871667014398,0.29686889092894,1
55.9,0.049684467795464,0.48674508183066,1
56.1,0.073663533190313,0.63862401829503,1
56.3,0.069273452444668,0.63330532379964,1
56.5,0.035648013617024,0.44721208706156,1
56.7,-0.0054641524859565,0.20458554783631,1
56.9,-0.033754640260866,0.022936356952805,1
57.1,-0.043753854535231,-0.042186487674996,1
57.3,-0.036972715448098,0.002812612622797,1
57.5,-0.01971528533692,0.085149987701709,1
57.7,-0.0036561170430356,0.15731112577736,1
57.9,0.0051894402284526,0.18910852514966,1
58.1,0.014809336389863,0.23850198524083,1
58.3,0.036077128166782,0.37143751810874,1
58.5,0.065580819092581,0.56290181683877,1
58.7,0.08475276986892,0.68862086848423,1
58.9,0.075595439672154,0.63836504418383,1
59.1,0.033247327129238,0.38327097808521,1
59.3,-0.034754976816817,-0.015153137249634,1
59.5,-0.10888700270376,-0.03630215020244,1
59.7,-0.15855717719696,-0.027562849438706,1
59.9,-0.16143772401759,-0.0283545167536,1
60.1,-0.1234340067232,-0.039025579072965,1
60.3,-0.06981055017242,-0.052439010154824,1
60.5,-0.024906396187314,0.036243607080354,1
60.7,-0.0039079465363326,0.1733698452226,1
60.9,-0.0069279569604657,0.15932821249651,1
61.1,-0.018257491064601,0.082592758137042,1
61.3,-0.022705581369273,0.025889531301029,1
61.5,-0.020070949151428,0.0049005449173488,1
61.7,-0.020879029016075,0.036390013836412,1
61.9,-0.035722928320289,0.066490216579011,1
62.1,-0.067154228630399,0.068270220162721,1
62.3,-0.10347115835893,0.049925122932318,1
62.5,-0.12296743398635,0.021589284705676,1
62.7,-0.11015380432772,-0.0064685360865578,1
62.9,-0.068035738111697,-0.019735258420311,1
63.1,-0.01443741330369,0.053109697231054,1
63.3,0.030320625111874,0.3032448087377,1
63.5,0.053584728660129,0.41849072340841,1
63.7,0.057222115963636,0.42798068411787,1
63.9,0.053332129620159,0.40609969625175,1
64.1,0.049847482418891,0.38412990731655,1
64.3,0.045249986322534,0.34994016107878,1
64.5,0.032817535335334,0.28379741588698,1
64.7,0.0088651608577182,0.18945478749855,1
64.9,-0.019192059036101,0.069221654992962,1
65.1,-0.036622501862594,-0.0075168286278264,1
65.3,-0.030528923446457,0.0094079444303324,1
65.5,0.0018090732283666,0.15545212184918,1
65.7,0.047742368036672,0.38840526458523,1
65.9,0.085987892959316,0.58464795902812,1
66.1,0.10197606727191,0.66730928293002,1
66.3,0.095177665950858,0.62256830798553,1
66.5,0.073563233830538,0.49698857257278,1
66.7,0.04637326665712,0.34446803968087,1
66.9,0.020883463674602,0.20422209471231,1
67.1,-0.001446797108978,0.082573516597672,1
67.3,-0.026311658253908,-0.026307372117465,1
67.5,-0.058646109677413,-0.033940151257745,1
67.7,-0.093996115546069,-0.020515476596753,1
67.9,-0.11969403598276,0.0019725419545639,1
68.1,-0.12419161203975,0.023561739259454,1
68.3,-0.10465833227491,0.033978402750783,1
68.5,-0.067002789697437,0.025397636686932,1
68.7,-0.023016679793372,0.0034717019647751,1
68.9,0.012362088064004,0.16054985506336,1
69.1,0.026378169092116,0.28140132080976,1
69.3,0.015249853150322,0.246957750068,1
69.5,-0.014179055924264,0.089462043555072,1
69.7,-0.050648024055939,-0.046443853584716,1
69.9,-0.085021813657147,-0.048930005240742,1
70.1,-0.10866325202625,-0.026801669645277,1
70.3,-0.11338226259633,0.0037061453200875,1
70.5,-0.098602610121197,0.01554762189888,1
70.7,-0.071871110094812,-0.00030817457385274,1
70.9,-0.040217709620619,-0.027737630095598,1
71.1,-0.0071092495620592,0.050566506778224,1
71.3,0.022882492360596,0.24545316347789,1
71.5,0.044447031104759,0.36753635301016,1
71.7,0.055321584076018,0.40950156475713,1
71.9,0.054116158688256,0.38496481564078,1
72.1,0.038504065867751,0.28813651143361,1
72.3,0.010729286168386,0.12455568979867,1
72.5,-0.018962299766106,0.086893236909143,1
72.7,-0.038928477604798,0.064685163635176,1
72.9,-0.043144358083957,0.035172731523889,1
73.1,-0.031166347817177,0.0083840894850061,1
73.3,-0.006114290303278,0.056366379087122,1
73.5,0.025369529241294,0.24862153417907,1
73.700000000001,0.055282210536607,0.41925837936529,1
73.900000000001,0.079085721650209,0.55194025895823,1
74.100000000001,0.095663948751029,0.64299925103643,1
74.300000000001,0.10220252910425,0.6726754209877,1
74.500000000001,0.093014653725181,0.61032799368516,1
74.700000000001,0.064518868263282,0.43886550506494,1
74.900000000001,0.020054414372007,0.18643879603782,1
75.100000000001,-0.030179328379,-0.019068597696771,1
75.300000000001,-0.073701544040037,-0.033498148658428,1
75.500000000001,-0.099097267806453,-0.041861709334873,1
75.700000000001,-0.099577071129616,-0.040504010398749,1
75.900000000001,-0.078671054564341,-0.031173059078247,1
76.100000000001,-0.049157465460817,-0.018906496757698,1
76.300000000001,-0.025352493423116,0.0040540311108802,1
76.500000000001,-0.015264262253697,0.06186577387574,1
76.700000000001,-0.015965932585712,0.096934089864536,1
76.900000000001,-0.019190891326478,0.098702758557167,1
77.100000000001,-0.021588644191867,0.075172709447463,1
77.300000000001,-0.026508783985903,0.03655068867694,1
77.500000000001,-0.037666560995672,-0.0042842937261657,1
77.700000000001,-0.055743687908919,-0.025713844981766,1
77.900000000001,-0.079875138837276,-0.033775848597465,1
78.100000000001,-0.10468327945188,-0.035023071503817,1
78.300000000001,-0.11797634249381,-0.029435949990514,1
78.500000000001,-0.10925798336722,-0.01779593007885,1
78.700000000001,-0.078295273146946,0.00011301342922497,1
78.900000000001,-0.033823724992931,0.012114674353385,1
79.100000000001,0.011882977777619,0.11492610591275,1
79.300000000001,0.046574459282324,0.34759141569598,1
79.500000000001,0.061453631529271,0.47304009196421,1
79.700000000001,0.055575297253952,0.4690316858806,1
79.900000000001,0.037094992197712,0.37372032314493,1
80.100000000001,0.016229681425411,0.24086855332344,1
80.300000000001,-0.0034928617095671,0.091763141558661,1
80.500000000001,-0.023012077089767,-0.010764647805234,1
80.700000000001,-0.038457226123454,0.013624415220262,1
80.900000000001,-0.041181003072198,0.040158584634848,1
81.100000000001,-0.026510677304106,0.055825673594526,1
81.300000000001,0.0041249007649327,0.072046785158392,1
81.500000000001,0.045299086503192,0.30158088026741,1
81.700000000001,0.085175933865516,0.54879434487383,1
81.900000000001,0.10919447724423,0.70321430717863,1
82.100000000001,0.11066758106275,0.71895915282891,1
82.300000000001,0.093552891748368,0.61525720344252,1
82.500000000001,0.065816730936485,0.4411740927265,1
82.700000000001,0.03325541027464,0.2363596735675,1
82.900000000001,0.00049947568609593,0.066255176190137,1
83.100000000001,-0.02780454947684,0.053028501422766,1
83.300000000001,-0.050472209867783,0.03204119621725,1
83.500000000001,-0.067672208939096,0.0026503960586143,1
83.700000000001,-0.075124492724077,-0.012401346245294,1
83.900000000001,-0.067092970753108,-0.0171944668012,1
84.100000000001,-0.043844044662062,-0.015118724900564,1
84.300000000001,-0.01366500115339,0.078785777501006,1
84.500000000001,0.011636208138862,0.19431045080961,1
84.700000000001,0.022005283860479,0.22424938213244,1
84.900000000001,0.01168422912872,0.13986155720524,1
85.100000000001,-0.017546743277486,0.03768216458354,1
85.300000000001,-0.05499293280871,0.032789920093028,1
85.500000000001,-0.0875994192077,0.012517566490353,1
85.700000000001,-0.10777586847442,-0.010516214514214,1
85.900000000001,-0.1135292097779,-0.016069700032933,1
86.100000000001,-0.10553931813142,-0.017383305194743,1
86.300000000001,-0.086801910188371,-0.016883666390724,1
86.500000000001,-0.061830709226459,-0.011373082796476,1
86.700000000001,-0.034735546602016,0.023125191184418,1
86.900000000001,-0.0085081511699408,0.074814158115244,1
87.100000000001,0.014175160052818,0.13457589670065,1
87.300000000001,0.030811173617,0.20951469633779,1
87.500000000001,0.038876117722206,0.25530952823337,1
87.700000000001,0.035660897211617,0.2389187951363,1
87.900000000001,0.021587998177876,0.16601080870692,1
88.100000000001,0.0015129015739069,0.086346898606599,1
88.300000000001,-0.018868658461213,0.026013859386268,1
88.500000000001,-0.034613985154184,-0.0069163345463495,1
88.700000000001,-0.040246747587171,-0.007678992354457,1
88.900000000001,-0.032055020101255,-0.0028027422290258,1
89.100000000001,-0.010682741683473,0.022573310285531,1
89.300000000001,0.019869705016343,0.15505970693781,1
89.500000000001,0.054017474266393,0.34559371840783,1
89.700000000001,0.085285751023336,0.53345407660879,1
89.900000000001,0.10709829267806,0.67087733904189,1
90.100000000001,0.11289361962631,0.71714355700896,1
90.300000000001,0.099554921490505,0.64952455291992,1
90.500000000001,0.071297125933721,0.48379756790223,1
90.700000000001,0.035021280013966,0.25501513253401,1
90.900000000001,-0.003877838101292,0.010328881921985,1
91.100000000001,-0.037310329131836,0.036496148724106,1
91.300000000001,-0.055593652761446,0.067384148581816,1
91.500000000001,-0.055915038433054,0.087672546512613,1
91.700000000001,-0.043170060611681,0.091616474079089,1
91.900000000001,-0.023598312977585,0.080225432279267,1
92.100000000001,-0.0025056626620136,0.064897565980264,1
92.300000000001,0.014238802179797,0.11943944171231,1
92.500000000001,0.021414745438364,0.18063173839407,1
92.700000000001,0.016979917880054,0.16499503916345,1
92.900000000001,0.0020261810824428,0.075650222042553,1
93.100000000001,-0.021099522185098,0.013062575002046,1
93.300000000001,-0.04964468402013,0.0069626586842134,1
93.500000000001,-0.079099124822211,0.0092025725307786,1
93.700000000001,-0.10298780700553,0.0096547848628324,1
93.900000000001,-0.11545119273017,0.0033158242911205,1
94.100000000001,-0.11274919538244,-0.0054044452953809,1
94.300000000001,-0.093399936130943,-0.011943607978845,1
94.500000000001,-0.060228553051953,-0.013740851213687,1
94.700000000001,-0.021436399598024,0.034232872453763,1
94.900000000001,0.013186000152312,0.20102475247725,1
95.100000000001,0.036238798178364,0.30173097491548,1
95.300000000001,0.042980907074607,0.30618065985249,1
95.500000000001,0.032045328010215,0.22706873368156,1
95.700000000001,0.0081775227818771,0.095044385788328,1
95.900000000001,-0.018799344003936,0.074507536231108,1
96.100000000001,-0.03948450720519,0.056913377075,1
96.300000000001,-0.048714295659795,0.034776487700256,1
96.500000000001,-0.045418624629786,0.017605783596876,1
96.700000000001,-0.031183026396926,0.0098610445542986,1
96.900000000001,-0.0090394197377667,0.010029760073785,1
97.100000000001,0.017608792916315,0.14109689620854,1
97.300000000001,0.045323328663055,0.2909541189474,1
97.500000000001,0.070355795479231,0.435546565632,1
97.700000000001,0.088551476054924,0.54190806782957,1
97.900000000001,0.095979427858647,0.58668646419459,1
98.100000000001,0.090364635406856,0.55791278975099,1
98.300000000001,0.072691429430823,0.46704873015405,1
98.500000000001,0.04729985892702,0.35621299579017,1
98.700000000001,0.019663825738934,0.23540861134044,1
98.900000000001,-0.0049450727065881,0.12117850893759,1
99.100000000001,-0.022068295594621,0.032153997505156,1
99.300000000001,-0.029785912493659,-0.0064439402497369,1
99.500000000001,-0.028199635405274,-0.0023073596451071,1
99.700000000001,-0.017760303499003,0.0059106299392998,1
99.900000000001,-0.00054538596668383,0.052307970703928,1
100,0.0095350125057345,0.081070998248629,1
