time,Load,avg_s1,max_d
0,0,0,0
1,-2.6269931842101,5.5450099327586,0.3799116276286
2,-0.25346666529201,8.1650188422116,0.45281192443787
2.5,-2.2301370337593,5.7787784804407,0.39144925609947
3.5,-1.0313348977066,6.7513306799004,0.50209068851166
4.5,-1.635072431695,6.023453144695,0.57449295584092
5.5,-1.4043128474599,6.3399616881785,0.52115252501234
6.5,-1.1723564929194,6.57219392654,0.42362385659496
7,-0.96205479117979,7.1648211127489,0.44758615341113
8,-0.52075111822572,7.7695394021852,0.40678045719867
8.5,-0.61795544652524,7.7911057274653,0.31541114646449
9,-0.58040259580733,8.0527484451809,0.22064599379576
10,-0.73086244788313,7.1239476429113,0.3440123880096
11,-0.52545330537951,6.9228104227705,0.33429010336986
12,-0.31128227501662,8.1948715871382,0.12547848408772
13,-0.018722568698135,8.5147286577871,0.11286854296638
14,-0.046574454470155,8.0194665095153,0.20794666358521
15,-0.21917841817988,6.5399407978632,0.14895902229347
16,-0.24920995553649,6.0965512537886,0.017310278403846
17,0.017478604976139,6.778812243825,0
18,0.14254480670445,6.9437077516111,0
19,0.12453193667146,6.2269940862978,0.0025187859776555
20,-0.0025385289988225,4.9739685089534,0
21,-0.14878096941409,3.6389533408491,0
22,-0.12256988991782,3.3632932118014,0
23,0.082495117448749,4.1765714494543,0
24,0.16794160780979,4.3261486116854,0
25,0.035169444897749,3.2290249534264,0
26,-0.1128420801554,2.0754006500292,0
27,-0.11727069114604,1.7914830322089,0
28,0.0050068123698921,2.2707721075155,0
29,0.12240127853044,2.7429149550879,0
30,0.095065456031359,2.3902765519838,0
31,-0.050915265343534,1.3626608845859,0
32,-0.12744974726355,0.8255575299666,0
33,-0.042596628315981,1.1108547747811,0
34,0.084661356829236,1.7246381795542,0
35,0.10331397192767,1.7182916717078,0
36,0.0031604554758155,1.2440338862955,0
37,-0.095905311317928,0.56944569081357,0
38,-0.078081652915864,0.36696410027215,0
39,0.03364293569787,1.0531769357983,0
40,0.10018296193806,1.3954217673175,0
41,0.042980467532771,0.90976956347477,0
42,-0.060974902600045,0.19543876320178,0
43,-0.08603671988957,0.24935274598606,0
44,-0.0087822206103622,0.69199198090816,0
45,0.074838229146111,0.95846950547889,0
46,0.066261882017076,0.75850165699532,0
47,-0.020583248823714,0.34446554364211,0
48,-0.078502744957668,0.52618843572919,0
49,-0.039741473656438,0.60150176567489,0
50,0.043961616249369,0.50677501431236,0
51,0.070859268596624,0.73315329078058,0
52,0.012767427624014,0.79875310330356,0
53,-0.057112262345218,0.43961076672534,0
54,-0.055756361682563,0.0093276835622365,0
55,0.011652870788557,0.36368567672373,0
56,0.061782344776503,0.81856565357009,0
57,0.035986470016739,0.7326978558738,0
58,-0.030960598914125,0.22367049529696,0
59,-0.05747664582128,0.0045721904934388,0
60,-0.01453863278842,0.56481842685988,0
61,0.043260120700473,0.84976347430163,0
62,0.046808725727614,0.53624308348419,0
63,-0.0052103949357729,0.1805163985476,0
64,-0.048248230902703,0.47706160248145,0
65,-0.031789089212072,0.56574331792466,0
66,0.021431130287164,0.40890905232285,0
67,0.046380447556833,0.32586403910968,0
68,0.015105894225856,0.55299923215489,0
69,-0.032311660628359,0.51780103224115,0
70,-0.038908104177514,0.29998795041557,0
71,0.00091107569377265,0.035761771955305,0
72,0.037509344177085,0.57788154826367,0
73,0.027727703368972,0.74773457295304,0
74,-0.014333501210725,0.43660246324049,0
75,-0.037125256173201,-0.025760200371318,0
76,-0.014730570140772,0.41538778678989,0
77,0.023880153655595,0.7167056532407,0
78,0.032136448556452,0.55841395534026,0
79,0.0019183163011511,0.045112272637653,0
80,-0.028924394203812,0.2932652339355,0
81,-0.023850514425215,0.5115572362772,0
82,0.0091802811637979,0.5119994973554,0
83,0.029550521579032,0.23205149291464,0
84,0.013841703448613,0.34941958393527,0
85,-0.017388002710031,0.53365901766289,0
86,-0.026337068459271,0.45752540985278,0
87,-0.0036273329881109,0.16107771778896,0
88,0.022142087210008,0.35874616324429,0
89,0.020305874891645,0.63523360200724,0
90,-0.0054611830003426,0.50718255767227,0
91,-0.023360080380196,0.12324510836515,0
92,-0.012636165262189,0.19424781968711,0
93,0.01246018108206,0.55171496866605,0
94,0.021444755081562,0.58592669278476,0
95,0.0045621857903274,0.26406255613014,0
96,-0.016799756702373,0.11032238258001,0
97,-0.017116033599695,0.43616319285561,0
98,0.002842858480399,0.55535596843084,0
99,0.018351354868771,0.35249564597648,0
100,0.011297604501773,0.16087253278048,0
